, SignalFeature1_D3, SignalFeature2_D3, SignalFeature3_D3, SignalFeature4_D3, SignalFeature5_D3, SignalFeature6_D3, SignalFeature7_D3, SignalFeature8_D3, SignalFeature9_D3, SignalFeature10_D3, SignalFeature11_D3, SignalFeature12_D3, SignalFeature13_D3, SignalFeature14_D3, SignalFeature15_D3, SignalFeature16_D3, SignalFeature17_D3, SignalFeature18_D3, SignalFeature19_D3, SignalFeature20_D3, SignalFeature21_D3, SignalFeature22_D3, SignalFeature23_D3, SignalFeature24_D3, SignalFeature25_D3, SignalFeature26_D3, SignalFeature27_D3, SignalFeature28_D3, SignalFeature29_D3, SignalFeature30_D3, SignalFeature31_D3, SignalFeature32_D3, SignalFeature33_D3, SignalFeature34_D3, SignalFeature35_D3, SignalFeature36_D3, SignalFeature37_D3, SignalFeature38_D3, SignalFeature39_D3, SignalFeature40_D3, SignalFeature41_D3, SignalFeature42_D3, SignalFeature43_D3, SignalFeature44_D3, SignalFeature45_D3, SignalFeature46_D3, SignalFeature47_D3, SignalFeature48_D3, SignalFeature49_D3, SignalFeature50_D3, SignalFeature51_D3, SignalFeature52_D3, SignalFeature53_D3, SignalFeature54_D3, SignalFeature55_D3, SignalFeature56_D3, SignalFeature57_D3, SignalFeature58_D3, SignalFeature59_D3, SignalFeature60_D3, SignalFeature61_D3, SignalFeature62_D3, SignalFeature63_D3, SignalFeature64_D3, SignalFeature65_D3, SignalFeature66_D3, SignalFeature67_D3, SignalFeature68_D3, SignalFeature69_D3, SignalFeature70_D3, SignalFeature71_D3, SignalFeature72_D3, SignalFeature73_D3, SignalFeature74_D3, SignalFeature75_D3, SignalFeature76_D3, SignalFeature77_D3, SignalFeature78_D3, SignalFeature79_D3, SignalFeature80_D3, SignalFeature81_D3, SignalFeature82_D3, SignalFeature83_D3, SignalFeature84_D3, SignalFeature85_D3, SignalFeature86_D3, SignalFeature87_D3, SignalFeature88_D3, SignalFeature89_D3, SignalFeature90_D3, SignalFeature91_D3, SignalFeature92_D3, SignalFeature93_D3, SignalFeature94_D3, SignalFeature95_D3, SignalFeature96_D3, SignalFeature97_D3, SignalFeature98_D3, SignalFeature99_D3, SignalFeature100_D3, NoiseFeature1_D3, NoiseFeature2_D3, NoiseFeature3_D3, NoiseFeature4_D3, NoiseFeature5_D3, NoiseFeature6_D3, NoiseFeature7_D3, NoiseFeature8_D3, NoiseFeature9_D3, NoiseFeature10_D3, NoiseFeature11_D3, NoiseFeature12_D3, NoiseFeature13_D3, NoiseFeature14_D3, NoiseFeature15_D3, NoiseFeature16_D3, NoiseFeature17_D3, NoiseFeature18_D3, NoiseFeature19_D3, NoiseFeature20_D3, NoiseFeature21_D3, NoiseFeature22_D3, NoiseFeature23_D3, NoiseFeature24_D3, NoiseFeature25_D3, NoiseFeature26_D3, NoiseFeature27_D3, NoiseFeature28_D3, NoiseFeature29_D3, NoiseFeature30_D3, NoiseFeature31_D3, NoiseFeature32_D3, NoiseFeature33_D3, NoiseFeature34_D3, NoiseFeature35_D3, NoiseFeature36_D3, NoiseFeature37_D3, NoiseFeature38_D3, NoiseFeature39_D3, NoiseFeature40_D3, NoiseFeature41_D3, NoiseFeature42_D3, NoiseFeature43_D3, NoiseFeature44_D3, NoiseFeature45_D3, NoiseFeature46_D3, NoiseFeature47_D3, NoiseFeature48_D3, NoiseFeature49_D3, NoiseFeature50_D3
DataItem1, 9.9434, 8.4698, 9.8973, 9.975, 10.0075, 10.5588, 10.4941, 10.4179, 10.8466, 10.0519, 9.7344, 9.8214, 11.0431, 10.2239, 8.2082, 9.2545, 9.0789, 10.1704, 10.7022, 10.1057, 8.7518, 10.0663, 8.7867, 10.7755, 9.5567, 11.2678, 10.4367, 10.3655, 9.2658, 8.6488, 9.5872, 12.3716, 9.7536, 10.8839, 8.9324, 10.108, 8.6647, 9.3749, 9.1583, 10.1998, 10.0078, 11.0054, 9.9854, 10.6656, 8.9065, 9.0303, 11.0446, 12.0162, 9.8634, 9.0888, 9.5999, 10.7454, 10.1907, 9.2986, 9.2477, 9.451, 6.8501, 9.1178, 10.3231, 11.2213, 10.8482, 9.4061, 11.6063, 9.4024, 9.6044, 9.5386, 9.5566, 10.4505, 9.9942, 10.1327, 7.6346, 9.6539, 10.9147, 8.7674, 10.4284, 10.6752, 9.6703, 11.2219, 9.6124, 9.4562, 9.4396, 10.1202, 10.5132, 10.8807, 10.9677, 8.8874, 9.5537, 8.9645, 11.513, 9.222, 10.8845, 10.4515, 9.3191, 10.3098, 8.4816, 11.2749, 9.6257, 8.7798, 11.2949, 9.6534, 1.2325, -0.99776, -1.6902, -0.918, 0.87698, -0.23781, -0.11729, -1.7824, 0.2467, -0.22529, -1.744, 1.2668, 1.3969, -0.9213, 0.71425, 1.8007, 0.28216, 0.41906, 0.73747, 2.2536, 0.88598, 0.92348, 1.4619, 0.24171, -1.0596, 0.010142, -0.80101, -1.0564, -1.4833, -1.135, -1.7278, -0.95316, -4.3854e-05, -1.1199, -0.95336, -1.1998, -0.89674, -0.46792, 0.64697, 1.4006, 1.4157, 0.43554, -0.76486, 0.7074, -0.4275, 1.4246, -0.92373, -1.3625, -0.53108, 0.45905
DataItem2, -0.95791, -0.040938, 0.98146, -0.2262, 0.7464, -0.4824, 0.90124, -0.11385, 0.71993, -1.3827, -1.4357, 0.64446, -0.32857, 0.016003, 0.53768, -0.49148, 1.7169, -0.76666, -1.4318, 1.3207, 0.96189, 1.724, 0.67703, -0.42847, -0.10425, -0.92367, -0.45423, -0.07282, 0.452, -1.7906, 1.6989, -0.84946, 0.6721, -0.27015, 0.74867, -0.56434, 0.75461, 0.46456, -0.11515, -0.29894, 0.09757, 0.91921, -0.37802, 0.88289, 0.91283, 1.7005, -0.36279, -0.52281, 0.3452, -0.93483, 1.3676, -1.5983, -1.5473, -0.25883, 0.25003, -0.81014, -0.42, 0.034187, -1.2851, 0.20683, 0.16363, 0.043296, 0.82298, 0.41463, -0.23891, -1.792, 0.79404, 0.8581, -0.46064, 0.13215, -1.2857, -2.5617, -2.1007, -1.1419, 1.108, -1.5805, -1.0251, -0.88812, -0.26846, 0.53923, -0.69653, -0.054951, -0.2919, -0.59151, 0.38192, -0.091459, 0.61188, 0.63562, -0.98367, -0.1629, -0.41831, -0.14735, 0.92553, -1.5551, -1.3793, -0.67403, 0.044264, -0.66025, -1.1955, 1.989, -1.572, -0.0391, 0.29754, -2.0956, 1.0259, 0.36621, 1.666, 2.6136, 1.1047, -0.67871, -0.4966, 1.0357, -0.18382, 1.8941, 0.44271, -1.6852, -1.777, -0.26854, 0.55908, -2.0714, 0.036019, 0.1618, 1.1951, -1.0392, -0.36097, 0.097545, -0.57154, -0.64982, -1.1626, -0.48851, -0.86875, 0.59266, 1.8643, -1.5348, -0.055902, 1.4227, -1.1317, -0.50749, 0.059504, 1.7988, -2.2838, 0.12476, -1.0565, -1.2306, -3.2023, 0.81261, -0.17057, 1.1782, -0.74012, -1.3124
DataItem3, 9.3716, 8.624, 10.357, 8.7788, 11.8425, 8.5284, 9.4181, 9.0472, 8.7523, 9.8522, 9.3249, 10.2013, 9.9565, 10.1509, 11.6239, 11.5876, 8.9836, 10.477, 11.0187, 9.2334, 10.0836, 9.0695, 10.4633, 7.9555, 10.0768, 10.3795, 8.7438, 9.3142, 9.9813, 10.5225, 8.5339, 7.9506, 12.2886, 8.5741, 9.1139, 9.9829, 8.4323, 9.3467, 8.1539, 11.0219, 11.1386, 10.5088, 9.4734, 11.1964, 10.2975, 11.0847, 8.9013, 8.8285, 9.2428, 11.4735, 9.8651, 9.9486, 10.2854, 10.8211, 10.5142, 11.3041, 10.4064, 8.0804, 8.8776, 9.5209, 8.9894, 9.2605, 8.5242, 11.2164, 9.3404, 10.1627, 10.0307, 11.4218, 8.5383, 9.5677, 9.2808, 9.4571, 9.0601, 9.1916, 10.7299, 9.1015, 8.2488, 9.1842, 8.5935, 9.4586, 11.5161, 10.7433, 11.855, 9.0455, 10.9221, 9.67, 9.1677, 10.8547, 12.4927, 9.5903, 11.7531, 11.6904, 10.3592, 10.6599, 10.701, 9.8069, 10.7235, 8.3749, 11.9968, 11.1563, 0.4914, 0.95351, 1.5381, -1.1976, -0.0018651, -1.8073, -0.58944, 0.98048, 1.0272, -0.5168, 0.28318, -0.84656, 0.65254, -0.43133, -1.3957, 0.062897, -0.84802, 1.2201, 0.45572, -0.74414, 1.4183, -0.69872, 1.1921, -0.18068, -0.39299, 0.11653, 1.965, 0.070326, -0.39543, 1.1098, -0.80811, 0.021152, -0.082419, -0.98168, 1.4011, 0.76551, -0.13614, -0.97505, -0.98038, -0.47626, 0.41188, 0.021573, 0.72433, -1.269, -0.032376, -2.6247, 0.26645, 1.3264, -0.48822, 0.61064
DataItem4, 0.59076, -0.74154, -0.23077, 0.52359, 0.46966, -0.22205, 1.4121, -0.037495, -0.19294, -2.3364, 1.2878, -0.12314, 0.77242, 0.418, 0.63861, -0.013354, 1.2637, 1.6798, -0.14136, 0.96739, -0.78247, 0.10924, -0.74732, 0.59593, 0.0051099, 0.51921, 0.18068, -1.8434, 0.0074572, 1.2753, 0.3402, -0.43008, 0.77951, -0.90912, -0.87327, 1.512, -0.014947, 1.1636, -0.081983, -0.83408, 0.16416, 0.80251, 0.79854, 0.3424, -1.342, 0.90532, -0.46864, 1.235, -1.1847, -0.88224, 0.13117, -0.25115, 0.17059, -1.2176, -1.6269, 0.049348, -1.502, -1.039, -0.92281, 1.6554, -0.049159, -0.30933, 0.56854, 0.94566, -1.3606, -0.71092, 0.25274, 0.39105, -2.2916, 2.3466, -1.2952, -0.044624, -1.0404, -1.2065, 0.12343, -1.2722, -1.1063, 0.65719, 0.95706, 0.27351, -0.33581, -1.4843, -1.2151, 1.3264, 2.1443, 1.9139, 0.14518, -0.0070989, 0.53669, -0.45645, 0.43727, 1.6277, 0.95187, -0.77128, -1.7401, -0.16664, -0.43883, -0.12017, -1.8603, -0.19, 0.44111, 0.31212, 1.1738, -0.4341, 1.0779, -1.5023, 0.80363, 0.75332, -0.2628, -1.4539, 1.9076, -0.25771, -0.44768, 0.62177, -0.52916, 0.076447, 0.53518, -0.08959, -0.83855, 0.47023, 0.83814, -2.926, 0.6647, 0.46456, 0.93191, 0.36099, -0.12882, 0.33775, 0.11512, 0.98914, 0.095339, -0.49004, -0.75538, 1.2478, 0.71286, 0.63558, -0.032145, 0.34462, -0.71723, 0.12461, 1.3832, 1.0922, 1.0725, 0.51177, 0.44788, 0.27416, 0.84654, -0.46147, 0.59772, 0.51655
DataItem5, 8.1619, 8.8412, 10.4783, 10.4796, 10.473, 9.9469, 8.7281, 10.911, 10.238, 10.0075, 9.4734, 9.4941, 10.8945, 8.9501, 10.2706, 7.3089, 10.1896, 9.0868, 8.4844, 8.69, 10.2967, 9.9394, 9.0229, 10.039, 10.6124, 10.231, 11.6031, 10.8301, 7.1004, 9.7412, 9.4906, 10.9258, 8.8209, 9.5729, 9.1162, 9.6042, 8.3703, 9.0898, 10.3296, 11.9407, 8.2162, 10.0335, 7.9848, 10.629, 11.1006, 9.0711, 9.5711, 10.7799, 10.7313, 10.4457, 10.3827, 10.6138, 10.7405, 11.5847, 9.4895, 9.3111, 11.1074, 10.2067, 12.2532, 10.1622, 8.7118, 10.0739, 10.2273, 9.917, 11.331, 8.1353, 10.6238, 11.0791, 8.507, 9.7269, 10.8195, 10.9544, 10.1434, 8.8696, 10.1983, 8.1113, 10.2846, 9.4473, 8.6039, 9.5594, 11.8069, 8.6371, 12.1626, 11.144, 10.0063, 9.8825, 9.9195, 9.8395, 9.1868, 10.5157, 11.6768, 11.377, 9.8992, 11.0393, 10.5882, 10.1654, 11.5755, 10.5177, 10.5474, 10.5091, 1.9033, 0.8404, 0.74681, -1.5188, 2.1673, 0.074787, 1.8389, -0.35771, 0.92245, -0.36451, 2.2446, -0.25222, 0.88995, 0.25565, 1.3993, -0.050652, 0.73765, -1.3935, -0.34342, 1.7964, -0.094593, -0.20981, -0.878, 0.58232, -0.69459, 0.62023, 1.3922, 1.9748, 2.6308, -0.654, 0.52303, -0.62553, -0.67559, 0.27321, 0.50764, -0.90599, 0.49866, 0.46315, -0.34833, 0.8964, 0.68466, -0.79669, -1.2706, -0.18509, 0.045109, -0.6118, 0.65002, 0.37866, 0.8889, 2.2093
DataItem6, 10.6969, 11.1071, 9.5431, 9.7743, 11.8392, 10.5081, 10.0848, 11.7719, 8.2172, 9.5814, 12.9171, 9.6152, 10.8195, 7.6891, 9.8328, 7.808, 7.4159, 9.9952, 10.3901, 9.4069, 10.8097, 9.5862, 10.6836, 11.4679, 10.1082, 9.7058, 9.8499, 10.9441, 8.9633, 10.2044, 10.3782, 10.1614, 12.5172, 8.9479, 9.8438, 11.4935, 8.9979, 8.809, 10.4711, 11.6732, 10.8582, 8.0951, 10.2275, 8.2445, 12.452, 9.7691, 10.892, 9.9482, 10.6486, 11.1057, 11.5933, 8.631, 9.2797, 10.5131, 10.4721, 9.6214, 9.2069, 10.8085, 9.1058, 9.1395, 10.2623, 10.2144, 9.4898, 10.7662, 8.4618, 11.1909, 9.5797, 9.7161, 9.5916, 9.1955, 10.2754, 9.2138, 9.5783, 11.1439, 9.1503, 9.0727, 9.1612, 10.3368, 8.133, 8.9613, 9.1999, 10.1626, 8.8918, 8.5812, 9.6642, 8.6394, 10.7053, 11.9625, 10.2224, 9.5795, 8.1688, 9.7225, 7.4612, 10.3995, 9.7797, 9.8118, 10.9355, 10.5014, 9.9334, 9.9599, 1.0415, 0.79042, 0.34864, 0.07098, -0.3488, 0.3164, -0.30993, -0.99468, -1.2976, 0.41045, 1.423, -0.23914, -0.80769, -0.9965, 0.10324, 0.72664, 0.85598, 0.3644, -0.72137, 0.57267, -0.39433, -0.58569, 1.1262, 0.71359, -2.0463, 1.1182, 1.8622, 0.30416, -0.76788, 1.4321, -1.3822, -0.58105, 1.7237, -0.16755, -1.7023, -3.0766, 0.92414, -0.91018, -0.77078, 1.2992, 1.024, 0.19702, 1.0952, -0.70232, -0.64664, 0.92713, 0.59435, -1.539, -1.7799, 0.58872
DataItem7, -10.7056, -9.2047, -10.5992, -8.375, -9.7904, -10.4455, -10.5586, -9.0377, -9.2654, -10.6197, -11.0983, -10.4315, -9.6257, -8.9567, -13.3505, -9.7442, -9.2347, -9.5556, -9.0455, -9.9045, -10.167, -11.0505, -12.6437, -10.3719, -9.8116, -9.7065, -11.6084, -9.6, -10.48, -10.5252, -8.7535, -10.3039, -9.9361, -8.836, -10.3205, -8.3099, -10.7942, -10.3177, -10.8809, -10.2381, -10.2488, -8.1702, -11.0754, -9.3947, -10.4013, -11.4564, -10.3759, -10.3472, -10.9666, -10.6805, -11.7665, -10.539, -10.6984, -10.9315, -9.474, -9.5335, -9.8364, -10.0914, -10.6026, -10.586, -11.6786, -8.5701, -11.2911, -10.1748, -8.7646, -10.5731, -8.4131, -9.607, -9.8841, -10.7966, -8.8184, -9.1573, -12.2426, -8.9207, -8.9245, -8.686, -9.2626, -11.0533, -10.4171, -11.3439, -10.4315, -10.7661, -10.6581, -10.3758, -9.6372, -9.2957, -9.8467, -10.2427, -11.1259, -10.1325, -8.7117, -9.808, -10.4034, -11.0424, -8.9816, -10.6774, -10.1369, -8.1376, -11.1302, -10.5549, -0.76596, 0.20375, -1.2123, 1.4484, 1.5194, -0.68303, -0.81421, -0.61879, -0.81156, 0.81673, -0.025853, -0.86639, 1.0688, -2.7718, 0.59792, -0.18762, -0.54633, 0.26217, 1.5485, 0.12862, 2.0126, -1.5231, -1.8801, -0.30564, 0.84722, -1.5863, 0.81349, 1.6552, -2.0127, -0.41606, -0.80654, 1.0447, -0.0088239, -0.5762, 0.12986, 0.32356, -1.3524, 0.98809, -1.0894, -0.80733, 0.001225, 1.9687, -1.9586, 0.75173, -0.71337, -0.75021, -1.421, 0.20726, -0.2221, -1.6674
DataItem8, 8.9419, 10.9657, 10.3856, 8.6033, 9.7284, 11.3362, 10.1846, 10.0596, 10.7256, 9.476, 11.0919, 9.1944, 9.4561, 11.7252, 9.3828, 7.8502, 11.8469, 10.7482, 10.6249, 9.0414, 8.9418, 10.021, 9.861, 9.8369, 10.3354, 10.6034, 8.9742, 9.7452, 12.1885, 7.6769, 10.8961, 10.4876, 9.0084, 9.1821, 9.8112, 7.9999, 8.664, 9.7505, 9.2117, 9.2883, 11.5461, 8.4194, 10.6394, 10.8961, 11.9954, 10.8477, 10.5551, 10.0373, 9.6899, 9.2712, 11.0728, 11.9494, 8.9371, 8.1276, 9.1968, 11.221, 10.4192, 9.5381, 7.9806, 8.884, 8.5576, 7.8993, 10.2914, 10.3902, 12.1087, 11.3415, 8.7196, 10.8589, 9.9434, 11.7002, 11.2185, 9.0017, 9.159, 10.1776, 10.3296, 11.1745, 10.6421, 10.7541, 9.2351, 11.3458, 10.7169, 10.1881, 8.6643, 10.6374, 11.7899, 12.7298, 8.329, 9.5528, 9.5419, 11.3658, 9.7458, 9.7719, 8.9085, 10.2547, 9.2541, 7.6557, 8.6053, 11.0249, 10.094, 8.2768, 1.0018, -9.3229e-05, -0.16324, 0.80222, -0.016568, -0.62979, 0.87105, -1.763, -0.51973, 1.4748, -0.71765, -0.9331, 1.1896, -1.3133, -0.90344, -1.9503, -0.80347, 0.69024, 1.1384, -0.52234, -0.27099, -2.0224, 0.0018731, 0.91199, 0.89479, 0.061013, 0.21915, 0.25462, -0.084619, -0.031265, 0.38859, 0.73269, -1.9411, -0.4612, 0.01425, -0.95222, -0.22917, -0.41363, 0.15264, -1.2676, -0.33324, 1.3475, 0.5176, 0.26086, -0.2988, -0.87752, -0.54238, 0.34575, 0.89779, 0.2158
DataItem9, 0.45183, 0.14179, 0.19129, -0.54894, 0.85263, 0.03164, -0.34769, 1.0186, 0.1066, 1.3041, -0.36093, -0.20449, 1.4738, -1.5765, -1.8197, -1.2386, -1.2192, 0.42874, 0.18194, -1.0951, -1.1856, 0.19862, -0.64479, 0.29624, 1.8941, 0.36593, -0.47238, -0.5567, -0.37417, -0.33433, 0.64727, -1.7124, 1.35, -0.65306, 0.19414, 2.3679, -2.0519, 0.69292, 0.095151, -0.1029, 0.010767, -0.83505, -0.86519, -0.60876, 0.18212, -0.62154, -1.369, -0.63934, 0.2985, -1.0453, 0.49153, -1.253, 0.6848, 0.66751, -0.21264, -0.13494, -1.1269, -1.1927, -2.0969, 0.50379, -0.42332, 1.8142, -0.08308, -0.13449, -0.5729, -0.62801, 1.4827, -1.677, -0.61569, -0.44346, 2.3473, 0.60557, -0.49927, 0.40341, -0.21147, -1.2156, 0.20738, -1.2826, -1.1638, 0.37083, 0.26163, -0.38981, 0.75499, -0.56883, 0.58294, -1.778, -0.84676, -2.6651, 1.1309, -0.083044, -0.43807, 1.0509, 0.35354, 0.61264, -0.9094, -0.61693, 0.097664, 0.18249, -0.052919, -2.1072, 0.18645, 1.749, 1.159, -1.0635, 0.42299, -1.3367, -0.41486, 0.47746, 0.23936, -1.1705, -0.094961, -1.1909, 0.91225, 1.5947, -0.25208, -0.14845, -0.018467, -0.64006, 0.85148, -0.11211, -0.22768, -0.30515, -0.0013462, -0.089684, -1.0421, -0.16139, 0.7744, 0.55735, 1.2219, -0.62442, 0.014491, 0.010182, 1.435, -1.2518, 0.23905, -1.9093, -2.1858, 0.75484, -0.21111, -0.76335, -0.87332, -1.1529, 0.28222, -0.43687, -0.44841, 0.042435, 0.11444, 0.90149, -0.74617, -1.332
DataItem10, 1.8543, -0.24231, -0.94072, 0.59642, 0.50283, 0.63059, 0.23566, 0.38646, 0.19538, 0.54327, -1.0606, 0.99139, 0.35805, -0.69721, -0.7926, -0.27183, -1.2257, 1.5014, -0.02092, 0.51776, 0.56874, -0.10611, 0.16393, -0.82397, -0.12807, -0.55225, 1.3478, -0.58476, -1.4042, -0.40438, -1.0239, -0.12649, -0.096727, 0.32446, 0.077201, -0.27315, -0.96995, 0.27478, 1.7796, -0.62596, 0.22167, 0.67753, -0.51078, 0.58684, -0.15372, 0.77165, 0.54759, 0.19746, 0.89219, 0.87445, -0.20904, 1.7813, 1.2666, -0.098361, -0.8352, -1.5538, 1.1842, -1.0722, 0.32182, 0.50691, -0.68661, -1.2208, -0.7312, -0.62988, 0.2076, 0.47506, 1.2451, 0.10771, -0.65896, 0.54865, 0.39355, 0.54409, -0.32262, 0.94155, -0.50561, -0.11481, 0.36707, -1.0657, -1.1999, -0.32064, -0.35801, -0.30437, -1.5227, 0.71955, 0.96622, -0.73282, -0.03133, -1.7195, -0.70412, -1.0896, -0.31079, 1.1171, -0.58087, -2.386, 0.56369, 0.49073, 0.39304, 0.36552, 0.091327, -0.49395, -0.055376, -0.077062, -0.7106, -1.1384, -1.4743, 0.26246, -0.62117, 0.75398, 0.85671, -0.21695, 1.0796, -0.80096, -0.67168, 1.2135, 1.733, 0.80151, -0.99885, 0.67867, -1.4005, 0.59266, -0.62327, -0.1621, -2.0112, -0.87687, -0.39889, -0.54673, -1.1566, 0.27912, 1.8225, -0.7224, 1.3262, -0.62277, -0.60417, 0.5096, 0.080892, -0.90171, 1.6554, -0.11765, 1.2014, -0.20571, -0.28311, -1.1651, 0.8501, 0.61155, -0.32195, -0.096236, 0.21731, 0.076204, 1.0725, 1.2798
