, SignalFeature1_D5, SignalFeature2_D5, SignalFeature3_D5, SignalFeature4_D5, SignalFeature5_D5, SignalFeature6_D5, SignalFeature7_D5, SignalFeature8_D5, SignalFeature9_D5, SignalFeature10_D5, SignalFeature11_D5, SignalFeature12_D5, SignalFeature13_D5, SignalFeature14_D5, SignalFeature15_D5, SignalFeature16_D5, SignalFeature17_D5, SignalFeature18_D5, SignalFeature19_D5, SignalFeature20_D5, SignalFeature21_D5, SignalFeature22_D5, SignalFeature23_D5, SignalFeature24_D5, SignalFeature25_D5, SignalFeature26_D5, SignalFeature27_D5, SignalFeature28_D5, SignalFeature29_D5, SignalFeature30_D5, SignalFeature31_D5, SignalFeature32_D5, SignalFeature33_D5, SignalFeature34_D5, SignalFeature35_D5, SignalFeature36_D5, SignalFeature37_D5, SignalFeature38_D5, SignalFeature39_D5, SignalFeature40_D5, SignalFeature41_D5, SignalFeature42_D5, SignalFeature43_D5, SignalFeature44_D5, SignalFeature45_D5, SignalFeature46_D5, SignalFeature47_D5, SignalFeature48_D5, SignalFeature49_D5, SignalFeature50_D5, SignalFeature51_D5, SignalFeature52_D5, SignalFeature53_D5, SignalFeature54_D5, SignalFeature55_D5, SignalFeature56_D5, SignalFeature57_D5, SignalFeature58_D5, SignalFeature59_D5, SignalFeature60_D5, SignalFeature61_D5, SignalFeature62_D5, SignalFeature63_D5, SignalFeature64_D5, SignalFeature65_D5, SignalFeature66_D5, SignalFeature67_D5, SignalFeature68_D5, SignalFeature69_D5, SignalFeature70_D5, SignalFeature71_D5, SignalFeature72_D5, SignalFeature73_D5, SignalFeature74_D5, SignalFeature75_D5, SignalFeature76_D5, SignalFeature77_D5, SignalFeature78_D5, SignalFeature79_D5, SignalFeature80_D5, SignalFeature81_D5, SignalFeature82_D5, SignalFeature83_D5, SignalFeature84_D5, SignalFeature85_D5, SignalFeature86_D5, SignalFeature87_D5, SignalFeature88_D5, SignalFeature89_D5, SignalFeature90_D5, SignalFeature91_D5, SignalFeature92_D5, SignalFeature93_D5, SignalFeature94_D5, SignalFeature95_D5, SignalFeature96_D5, SignalFeature97_D5, SignalFeature98_D5, SignalFeature99_D5, SignalFeature100_D5, NoiseFeature1_D5, NoiseFeature2_D5, NoiseFeature3_D5, NoiseFeature4_D5, NoiseFeature5_D5, NoiseFeature6_D5, NoiseFeature7_D5, NoiseFeature8_D5, NoiseFeature9_D5, NoiseFeature10_D5, NoiseFeature11_D5, NoiseFeature12_D5, NoiseFeature13_D5, NoiseFeature14_D5, NoiseFeature15_D5, NoiseFeature16_D5, NoiseFeature17_D5, NoiseFeature18_D5, NoiseFeature19_D5, NoiseFeature20_D5, NoiseFeature21_D5, NoiseFeature22_D5, NoiseFeature23_D5, NoiseFeature24_D5, NoiseFeature25_D5, NoiseFeature26_D5, NoiseFeature27_D5, NoiseFeature28_D5, NoiseFeature29_D5, NoiseFeature30_D5, NoiseFeature31_D5, NoiseFeature32_D5, NoiseFeature33_D5, NoiseFeature34_D5, NoiseFeature35_D5, NoiseFeature36_D5, NoiseFeature37_D5, NoiseFeature38_D5, NoiseFeature39_D5, NoiseFeature40_D5, NoiseFeature41_D5, NoiseFeature42_D5, NoiseFeature43_D5, NoiseFeature44_D5, NoiseFeature45_D5, NoiseFeature46_D5, NoiseFeature47_D5, NoiseFeature48_D5, NoiseFeature49_D5, NoiseFeature50_D5
DataItem1, 10.1582, 9.7779, 10.5704, 9.7692, 12.1122, 10.3437, 10.634, 10.789, 10.083, 11.1393, 11.7205, 11.88, 10.0231, 11.3361, 9.7093, 10.7389, 11.339, 9.0016, 9.8906, 10.5976, 10.2162, 12.3946, 8.7136, 12.2499, 9.631, 10.9141, 10.9382, 10.1734, 9.8363, 10.8509, 9.4765, 10.695, 9.4771, 10.1078, 11.3331, 8.1935, 10.4116, 10.0525, 8.1704, 10.3277, 8.1396, 9.778, 7.9619, 10.945, 9.1155, 7.5928, 9.9046, 10.6627, 8.5165, 9.966, 9.5674, 11.8629, 10.0772, 7.8746, 9.8992, 8.783, 9.7046, 12.4174, 10.9922, 8.2636, 12.0831, 9.6826, 9.0075, 9.9332, 9.0649, 8.6445, 8.4849, 10.6142, 9.8616, 9.5794, 10.4794, 9.1907, 12.0154, 10.7297, 9.7801, 11.5054, 10.4239, 12.6835, 9.8529, 8.3255, 9.5784, 11.9205, 9.974, 10.6312, 9.1176, 8.9587, 10.0449, 8.6609, 7.8692, 11.3363, 8.4479, 9.593, 11.1351, 8.9598, 10.4829, 11.0604, 10.8585, 10.4733, 10.0291, 9.4209, -0.36643, -1.2871, 0.52014, -2.3849, -0.21127, 0.95393, -0.47999, -1.5708, 0.29902, -0.044299, -0.82663, -0.67094, 0.011273, -0.91751, -0.24367, 0.29972, -1.0286, 0.95883, 0.056848, 0.48732, 2.0905, 1.3719, 0.77775, -0.85206, -0.75419, 0.86427, -0.35662, 0.86168, -1.9316, -1.7721, 1.3247, -0.23382, 1.2783, -0.15469, -0.10267, -0.40168, -0.14039, -0.79556, 1.1515, 1.0073, -0.19271, -1.3298, 0.96081, 0.72089, 0.84543, 2.1147, 0.65063, -0.59222, 0.61635, -0.28227
DataItem2, 0.59196, -0.92331, 0.083714, 0.74051, -0.01444, -0.45734, -0.80953, 0.70647, 0.10324, -0.31203, 1.2861, 0.059866, -0.98094, -0.24867, 0.2754, -0.12036, -0.5925, 0.021939, -0.21614, -0.87949, 0.30922, 0.48923, 0.14812, 0.8195, 0.52413, 1.8153, 0.53822, 0.63886, 0.27807, 0.54762, -0.90118, -3.5826, 2.3543, -0.30026, -0.54764, -0.070819, -0.16951, -0.41084, 0.87028, 0.32971, 1.5374, -2.6228, -0.19318, 1.2002, 1.4798, 0.52568, 1.3353, -0.12508, 0.021304, -1.1846, -0.062655, -1.2514, 1.1922, 0.98647, 0.26705, -0.77935, 1.081, 0.4152, 0.083151, -0.545, 0.7322, -0.021552, -2.1542, -0.47182, -0.37837, 0.28851, -2.4866, -2.5642, -0.58048, 1.0352, -1.5185, 0.60739, -0.21475, 0.92646, -1.7906, -0.109, 0.42758, 1.1666, -1.2791, 2.1176, 0.48754, 0.79346, -0.37098, -0.79858, -0.069619, -0.87347, 0.74052, -0.88665, 0.23268, -0.26998, 1.8238, -0.4847, 0.87326, -1.3675, -1.3293, -0.34761, 0.13903, -1.0368, -1.0883, 0.54892, -0.6191, 0.74635, 0.46467, -1.2645, -0.1686, -1.1636, -2.9534, 0.69764, -0.041098, -1.0616, -1.1347, -1.6642, 1.9707, -0.25364, -1.2345, 1.3859, -0.03309, -1.2309, 0.3194, 0.57899, 1.3112, -1.8322, -0.23922, -2.2222, -0.6234, 1.7498, 0.1006, -2.0415, -1.8152, -0.029656, 0.28413, 0.90337, -0.48549, -0.35585, -0.19922, -0.10542, 0.5627, -0.12158, 0.26224, -1.1211, -0.28878, 0.97784, 1.4789, 2.0791, -0.3039, -0.80452, -0.69623, 0.83204, -0.089487, -1.6912
DataItem3, 8.9335, 9.7265, 10.1059, 9.6166, 9.5404, 8.2159, 9.5322, 10.8021, 10.7466, 9.0418, 8.1131, 9.4209, 11.2222, 10.676, 9.52, 8.0329, 8.5423, 9.3001, 12.0122, 8.8828, 10.5836, 10.3312, 9.3007, 11.2933, 10.3728, 8.5053, 9.8176, 10.7397, 9.0124, 11.7408, 8.7439, 10.4543, 10.4671, 10.0904, 11.0056, 8.7921, 10.7325, 10.596, 10.3299, 10.4504, 9.5737, 11.9757, 9.3309, 10.2201, 9.1499, 8.3232, 9.8211, 8.7469, 9.3147, 9.2784, 11.6003, 9.4833, 10.4845, 10.4518, 8.3057, 10.6936, 8.3733, 10.9472, 8.9526, 11.0454, 9.7287, 7.892, 10.0825, 11.0631, 10.2171, 9.1269, 10.9479, 8.1615, 8.1566, 11.9889, 9.3097, 10.0618, 9.6986, 9.035, 10.6401, 8.8253, 10.3366, 9.9236, 10.6469, 9.582, 10.9509, 9.6692, 9.7789, 9.8783, 12.1157, 10.7968, 10.3036, 10.8846, 10.0291, 8.1641, 10.2353, 9.5397, 10.1648, 10.0784, 11.2802, 11.2368, 11.5687, 9.8804, 11.6589, 9.5855, 1.3223, 1.3351, 0.94383, 0.579, -0.051447, 0.46841, 1.5071, -0.10371, -0.013496, -0.57125, -0.59035, 0.76324, 0.90627, 1.2697, -0.78991, -1.2139, -0.42602, -1.6455, -0.57176, 0.46354, -0.47556, 2.2873, 0.66185, 0.8003, -0.72263, 0.76859, -0.16182, -0.37766, -0.54029, -2.8159, 0.17137, 1.3595, 1.5168, -0.5913, -1.1875, 0.13526, -0.36966, -1.5324, -0.76974, 0.90271, -2.1898, 0.33757, 0.7904, 2.2929, 1.1108, -1.0774, -0.62762, 0.53909, -0.61814, 0.40038
DataItem4, -0.43311, -1.3276, 0.0016194, 0.76975, 0.14176, -0.16674, -0.71087, -0.44688, -0.77036, 0.91, 1.2719, 0.38493, 0.45673, -0.95329, 0.045274, 0.63942, 1.7679, -0.79887, 0.81125, 0.055297, -0.17502, 0.61235, -0.33822, 0.94539, 0.45459, -0.68398, -0.6309, -1.408, -1.3621, -0.21021, -2.025, -0.8018, 1.3582, 0.64354, 0.55615, 0.59502, 0.95873, -2.2383, -1.1901, -0.096884, -1.3055, -0.98229, 0.60421, -0.50402, 0.94948, 0.66318, 0.20157, -0.32635, -0.79938, -0.24541, 1.7579, -1.0456, 0.42616, 0.52555, 0.92627, -0.44891, 0.46666, -0.12544, 1.9213, -0.20309, 1.1405, -0.34831, -1.9755, 0.3232, -0.36235, -1.2783, -0.65004, -1.3052, 0.90491, -0.72656, -0.56558, -0.819, -0.10123, 1.7915, 1.2224, -1.1369, -0.73072, -0.11733, 2.5617, 0.96679, -0.41977, 0.9747, 0.60832, -1.1433, -1.0622, -1.201, 0.59203, 0.84663, 0.088054, 0.78346, -0.51264, 2.0082, -1.0516, -0.59948, -0.47711, 0.093928, 0.00018242, 1.4469, -3.3686, -0.75148, -2.1321, 0.70662, 1.0185, 0.30187, -1.1949, -0.63541, 1.2312, 1.3421, -0.29044, -0.31408, -0.57323, -1.8485, 0.62284, 0.50268, -1.1714, 1.7319, -1.6332, -0.45138, -0.19752, 0.026387, 0.65065, 0.077086, -0.2562, 0.92293, 0.11343, -0.82376, -0.60761, -0.307, -2.2156, 0.63732, -1.3562, -0.48242, 1.2659, 0.1258, 1.441, 0.97605, 2.0725, 0.054346, 0.80947, -2.3314, -1.5286, 0.47221, 0.81094, -0.31025, 0.57424, -1.4594, 0.40703, 0.54444, -1.236, -0.044351
DataItem5, 11.218, 7.7404, 9.982, 9.9045, 9.8138, 11.2619, 10.7926, 11.7265, 11.1686, 9.8292, 9.8554, 9.1747, 9.5141, 10.1198, 9.6963, 10.2525, 9.0948, 9.1041, 9.4253, 10.6567, 11.6306, 10.2492, 10.2052, 8.7451, 10.9641, 8.9859, 8.6772, 9.5604, 9.8831, 10.8202, 9.3136, 10.1793, 10.0254, 11.1205, 9.8151, 8.8568, 9.2362, 9.7559, 9.5738, 9.4321, 9.4087, 10.8283, 11.47, 9.1517, 8.8112, 8.9361, 8.3765, 9.4761, 10.755, 9.3464, 11.6277, 10.5348, 10.4554, 9.5906, 9.5834, 10.4244, 10.2299, 9.2186, 8.6592, 9.5377, 10.4916, 9.7626, 9.2535, 10.9369, 8.2924, 9.8953, 8.2823, 9.6299, 8.5565, 9.3785, 8.8609, 8.8328, 10.2763, 11.3222, 8.794, 11.5031, 10.381, 8.4217, 10.604, 9.8521, 10.3349, 10.5083, 10.3687, 10.4085, 9.8182, 8.115, 11.5649, 9.589, 8.2573, 10.0175, 9.7128, 9.8512, 10.0726, 13.4681, 11.0093, 10.2417, 9.0945, 9.2811, 9.8918, 9.2966, -2.037, -1.1924, 0.32804, 0.41265, 0.97506, -1.5804, 1.3612, -0.20603, 0.2062, -0.45097, 2.916, -1.4369, -3.2182, 0.32462, -0.60971, -1.3086, -1.7692, -0.63011, 1.6279, -1.1078, -0.86346, -0.83239, 1.8514, 0.9032, -0.49595, -0.88599, 0.16295, 0.86415, 1.1308, 0.32879, 1.9525, -0.25373, 0.82343, -0.81518, 0.18881, 1.1055, -0.05088, 1.0335, 0.26032, -0.21249, 0.52331, -0.4618, -0.13514, -0.57806, 1.3115, -0.58671, -1.0272, -0.40087, 1.7137, 0.3548
DataItem6, 10.2036, 10.1354, 10.2453, 9.8954, 9.3143, 11.1568, 9.07, 9.3017, 9.6383, 8.2765, 10.9638, 10.4109, 11.286, 9.9832, 9.6678, 10.1315, 10.3985, 8.792, 10.1893, 10.6872, 8.7058, 9.9264, 8.4853, 9.6313, 7.9109, 9.1926, 8.9964, 9.9824, 10.1142, 11.1767, 10.6709, 10.6106, 10.6744, 11.3074, 9.6479, 9.4277, 11.3491, 10.1754, 8.7362, 10.1019, 8.5092, 9.9946, 11.9567, 11.0639, 9.7547, 8.9875, 9.6256, 12.1346, 9.2916, 11.02, 9.7763, 9.6682, 9.2261, 9.7222, 8.886, 10.412, 9.9361, 9.5334, 10.2099, 8.5498, 9.1917, 10.9008, 8.7304, 8.6383, 9.9471, 10.0847, 9.9835, 11.2526, 8.9417, 10.043, 11.6368, 11.7366, 10.0494, 9.4525, 10.1251, 10.5175, 9.0358, 9.3926, 11.7674, 10.3903, 9.1471, 12.6994, 9.5037, 8.1726, 10.2763, 8.6892, 8.2942, 8.4379, 9.9941, 10.0622, 8.193, 9.8252, 12.4126, 10.1459, 9.1695, 10.1728, 9.3503, 8.0661, 9.3556, 11.9133, 0.55529, -0.49092, -1.4569, -0.49584, 0.94387, 1.2254, 0.86739, 1.2023, -0.81887, -1.0089, -1.1131, 0.67928, 1.0724, 0.73232, 1.1831, -1.347, -0.42223, 1.0989, -0.71637, 1.2069, 1.2302, -0.01948, 0.75, 0.83989, 0.73058, 1.0003, 0.70753, 0.46858, 1.2615, 1.2416, 0.25271, -1.4427, 0.46749, -0.31186, 1.5069, 0.12292, -0.89553, -1.6696, -0.32938, 0.30183, -0.29068, -0.56144, 1.0007, 0.053648, -0.41364, -0.62314, 2.2128, 0.96312, 1.3333, 1.7965
DataItem7, -10.4956, -11.1403, -11.2067, -9.9103, -9.0092, -11.7096, -10.4552, -8.8633, -8.8385, -9.6613, -9.1818, -11.2457, -12.6224, -8.6482, -8.0774, -11.2801, -9.1991, -9.76, -9.2843, -10.6594, -10.1491, -11.863, -10.4499, -11.3045, -8.749, -10.54, -11.136, -9.5504, -9.1656, -9.596, -10.573, -9.663, -8.8766, -12.0057, -9.1582, -11.253, -9.4295, -10.0961, -10.6452, -12.2981, -10.6391, -11.7227, -12.0848, -9.3214, -9.7721, -11.477, -9.7453, -8.486, -8.1589, -10.0383, -9.3585, -10.4052, -9.1627, -9.3715, -10.7171, -10.4186, -9.034, -11.6539, -10.7333, -9.2252, -10.7372, -9.0312, -10.2282, -10.7061, -8.4968, -10.3392, -8.8704, -9.5069, -9.3619, -10.3384, -9.8326, -8.1342, -10.8291, -10.3972, -8.9161, -10.2243, -10.6497, -10.411, -10.3005, -9.3231, -12.2319, -9.8109, -10.7693, -11.1913, -9.3743, -10.229, -8.9701, -9.0894, -9.947, -8.9072, -10.1983, -8.9636, -9.6494, -11.1192, -9.0098, -8.8567, -10.1411, -11.3211, -9.8998, -10.5998, 0.31297, 1.2767, 0.48053, 1.6196, 0.066476, 1.229, 0.42768, 1.4873, -0.72125, 0.49132, 0.72331, -0.17694, -1.1181, 1.517, 0.8705, 0.13449, 0.65632, 1.1141, -0.96059, -0.2243, 1.1541, 0.26459, 0.19769, 1.1014, 0.35527, 0.38774, -0.68344, 0.12844, 0.83169, 0.6046, 0.8679, -0.92369, -0.87707, 0.27226, -0.052719, 1.7368, -0.0076419, 0.028979, 2.1492, 1.1684, -1.646, -0.17639, 0.24987, 0.22119, -0.41837, 1.2002, 1.3427, -0.63543, 0.87132, 0.58938
DataItem8, 8.4191, 10.6556, 10.518, 8.9486, 8.9428, 10.0656, 7.5674, 10.2234, 10.1487, 10.7095, 10.2716, 10.1586, 10.1329, 10.849, 9.6842, 9.0051, 11.7652, 9.5213, 10.0451, 11.0421, 11.4134, 8.9477, 10.1094, 10.5915, 10.3123, 9.5306, 9.1273, 11.483, 8.9092, 10.5144, 10.0699, 9.6031, 10.024, 9.1121, 10.2216, 9.8023, 9.2501, 9.8204, 8.9489, 11.2598, 9.6739, 11.2742, 10.3436, 11.0772, 10.0604, 11.6309, 11.2201, 9.8799, 12.0316, 10.992, 9.2085, 7.7492, 10.4053, 9.7006, 9.6024, 9.6786, 12.8151, 10.0737, 8.3045, 9.873, 10.0958, 9.5103, 8.9015, 8.4975, 11.1858, 10.461, 8.3356, 9.4752, 9.0008, 8.8624, 9.9051, 10.0907, 9.9234, 10.6255, 9.6342, 7.1577, 10.5987, 8.6261, 10.308, 7.4165, 10.2138, 8.8058, 9.2057, 10.3344, 8.8695, 10.2987, 10.9705, 8.6405, 8.775, 10.2458, 11.4369, 10.2704, 10.4937, 11.0871, 10.1938, 10.008, 8.8298, 9.5294, 9.1794, 10.6244, -0.54703, -0.75868, -0.81004, 0.54226, 0.89153, -0.77035, 0.066813, 0.59937, -1.0878, -0.42142, -0.68336, -0.13558, -0.26107, 1.5273, -0.53504, 0.012644, 0.21928, 0.72851, 0.47766, 0.76318, 0.88337, -0.53786, -0.047703, 0.63582, -1.8848, 1.0976, 1.1907, -0.79891, -1.0735, 0.19039, 0.42595, -0.36746, -1.6048, 0.14329, 0.80174, -0.79193, 0.27626, 0.27365, 0.092171, 0.88937, 0.1671, 1.0005, 2.2659, -1.5673, 0.1952, 1.3385, -0.68726, 1.5779, 0.027934, 0.75229
DataItem9, 0.087551, -0.34311, 0.026238, -0.6363, -1.7159, 0.75325, 0.64892, 0.82703, -0.40612, 1.1596, 1.3706, 2.1239, -0.19668, -0.67102, 2.2886, -0.72314, -0.37843, 0.11659, 0.1334, -1.42, -1.5621, -0.73075, -0.43748, -0.29626, 0.34269, 0.011528, -0.48862, 1.2163, -0.21394, 0.36404, -0.78289, -0.56684, -0.85625, 1.4555, -0.061247, -1.4601, 0.84074, -1.2341, -0.075949, -0.59937, -1.1563, -0.19572, -1.649, 0.4886, 0.72197, 0.94225, -1.8661, -1.693, -0.55893, -0.14148, 1.2327, -0.39879, -0.13262, -0.6661, 0.92246, -1.4571, -0.72492, -0.46803, -0.74511, -0.18357, 1.7443, 1.7484, -0.18538, -2.3704, -0.54189, 0.16268, 0.75486, 1.2394, 1.0031, 1.2726, -0.020782, -0.62489, -0.032063, -0.45883, -0.47272, 0.69559, -1.1101, -0.66615, -0.54656, 1.038, 0.065902, -1.9204, 0.43766, 0.089832, 1.3961, 0.89226, -0.21608, -0.90815, 0.54553, -0.82113, -0.43656, -0.78891, -1.6899, -0.56878, -0.42636, -0.9865, 1.3789, 0.95904, 0.66415, -0.0033286, 0.47864, 0.34644, 0.35193, 0.13063, 0.31887, -1.838, 1.0892, 1.5495, -1.3734, -0.13444, 0.79223, 0.36072, -0.44707, -0.010638, 1.4686, 0.38235, -0.53394, -0.53079, -1.3077, 0.93881, 1.7909, -0.98106, 0.47078, 1.718, -0.61841, 0.3845, -0.24336, -0.52217, -0.58985, 1.1308, 0.27543, 1.2585, 1.1117, 1.937, 0.058648, -0.14611, -0.59142, -0.3343, 1.6052, -0.47497, -0.55446, 1.093, 1.0306, -0.46825, 0.28088, 0.72239, 0.38668, 0.52672, 0.80769, -0.44876
DataItem10, -0.1897, -0.084054, 1.1149, -0.18284, -0.60713, 0.759, -0.36101, -0.015584, -0.084217, -0.45999, 0.8114, -1.513, -2.0744, -0.50568, 0.53889, -0.17482, -1.2473, 0.45864, 0.055818, 0.67521, 0.55593, 0.45531, -0.79778, -1.0876, 2.5117, 0.31446, 0.48411, -0.74936, 0.42977, 0.10877, 0.12118, 0.75471, -2.2747, -0.68543, 0.71221, -0.14439, -0.14619, -0.031221, 0.23246, 0.78571, 0.86325, 0.74261, -0.15288, -0.16783, 0.17669, -1.7477, -0.53396, -0.14329, 0.023218, -0.93976, 0.76158, -0.42794, 0.69339, -0.23799, -0.82512, -1.2545, 0.1054, -0.3588, -1.9224, 1.4395, -0.63595, 0.69416, 0.28378, -1.1086, 1.0609, -0.70453, 2.3424, -2.215, -1.0435, -0.75594, 1.8199, -1.0295, 1.4153, -0.94339, 0.14345, 0.037044, -0.37648, -0.79641, -0.27275, 0.20867, -0.39212, -0.53876, -0.23869, 0.27886, 1.1895, -0.33835, -0.033564, -0.83834, 0.67342, 0.1221, -0.86117, -1.0469, -0.30562, -0.14376, 0.65359, 1.5594, 1.9202, 0.36151, 0.56206, -0.0095157, 1.0819, 0.98869, 1.3393, 0.30905, 1.037, -0.81667, -1.2961, 1.412, -0.79408, 0.41955, 0.25134, -0.20364, 1.1026, -0.19071, 0.42733, -0.1271, -0.48501, 1.7068, 0.55479, -0.49024, -1.8093, 0.44526, -0.41991, -0.17371, 1.6624, -2.3062, 0.76718, -0.78132, -1.4668, -2.0508, -1.0169, 1.031, -1.3277, 0.25003, -1.1889, -0.5937, -0.46627, 0.097547, -0.37092, 2.5712, 1.7818, -0.26151, -0.19979, -1.0268, 0.073364, 0.073088, 0.084046, 0.55915, 0.64653, 0.74185
