, SignalFeature1_D1, SignalFeature2_D1, SignalFeature3_D1, SignalFeature4_D1, SignalFeature5_D1, SignalFeature6_D1, SignalFeature7_D1, SignalFeature8_D1, SignalFeature9_D1, SignalFeature10_D1, SignalFeature11_D1, SignalFeature12_D1, SignalFeature13_D1, SignalFeature14_D1, SignalFeature15_D1, SignalFeature16_D1, SignalFeature17_D1, SignalFeature18_D1, SignalFeature19_D1, SignalFeature20_D1, SignalFeature21_D1, SignalFeature22_D1, SignalFeature23_D1, SignalFeature24_D1, SignalFeature25_D1, SignalFeature26_D1, SignalFeature27_D1, SignalFeature28_D1, SignalFeature29_D1, SignalFeature30_D1, SignalFeature31_D1, SignalFeature32_D1, SignalFeature33_D1, SignalFeature34_D1, SignalFeature35_D1, SignalFeature36_D1, SignalFeature37_D1, SignalFeature38_D1, SignalFeature39_D1, SignalFeature40_D1, SignalFeature41_D1, SignalFeature42_D1, SignalFeature43_D1, SignalFeature44_D1, SignalFeature45_D1, SignalFeature46_D1, SignalFeature47_D1, SignalFeature48_D1, SignalFeature49_D1, SignalFeature50_D1, SignalFeature51_D1, SignalFeature52_D1, SignalFeature53_D1, SignalFeature54_D1, SignalFeature55_D1, SignalFeature56_D1, SignalFeature57_D1, SignalFeature58_D1, SignalFeature59_D1, SignalFeature60_D1, SignalFeature61_D1, SignalFeature62_D1, SignalFeature63_D1, SignalFeature64_D1, SignalFeature65_D1, SignalFeature66_D1, SignalFeature67_D1, SignalFeature68_D1, SignalFeature69_D1, SignalFeature70_D1, SignalFeature71_D1, SignalFeature72_D1, SignalFeature73_D1, SignalFeature74_D1, SignalFeature75_D1, SignalFeature76_D1, SignalFeature77_D1, SignalFeature78_D1, SignalFeature79_D1, SignalFeature80_D1, SignalFeature81_D1, SignalFeature82_D1, SignalFeature83_D1, SignalFeature84_D1, SignalFeature85_D1, SignalFeature86_D1, SignalFeature87_D1, SignalFeature88_D1, SignalFeature89_D1, SignalFeature90_D1, SignalFeature91_D1, SignalFeature92_D1, SignalFeature93_D1, SignalFeature94_D1, SignalFeature95_D1, SignalFeature96_D1, SignalFeature97_D1, SignalFeature98_D1, SignalFeature99_D1, SignalFeature100_D1, NoiseFeature1_D1, NoiseFeature2_D1, NoiseFeature3_D1, NoiseFeature4_D1, NoiseFeature5_D1, NoiseFeature6_D1, NoiseFeature7_D1, NoiseFeature8_D1, NoiseFeature9_D1, NoiseFeature10_D1, NoiseFeature11_D1, NoiseFeature12_D1, NoiseFeature13_D1, NoiseFeature14_D1, NoiseFeature15_D1, NoiseFeature16_D1, NoiseFeature17_D1, NoiseFeature18_D1, NoiseFeature19_D1, NoiseFeature20_D1, NoiseFeature21_D1, NoiseFeature22_D1, NoiseFeature23_D1, NoiseFeature24_D1, NoiseFeature25_D1, NoiseFeature26_D1, NoiseFeature27_D1, NoiseFeature28_D1, NoiseFeature29_D1, NoiseFeature30_D1, NoiseFeature31_D1, NoiseFeature32_D1, NoiseFeature33_D1, NoiseFeature34_D1, NoiseFeature35_D1, NoiseFeature36_D1, NoiseFeature37_D1, NoiseFeature38_D1, NoiseFeature39_D1, NoiseFeature40_D1, NoiseFeature41_D1, NoiseFeature42_D1, NoiseFeature43_D1, NoiseFeature44_D1, NoiseFeature45_D1, NoiseFeature46_D1, NoiseFeature47_D1, NoiseFeature48_D1, NoiseFeature49_D1, NoiseFeature50_D1
DataItem1, 9.6067, 10.0083, 9.3901, 10.8996, 9.4133, 11.5142, 9.0615, 12.1843, 10.52, 8.6192, 9.7258, 9.6243, 9.7237, 9.6956, 11.0213, 9.7382, 9.5191, 9.4971, 8.9385, 9.3393, 10.7849, 8.5586, 10.7001, 10.4228, 9.4108, 9.9579, 9.6469, 10.7029, 10.4298, 10.2307, 10.5317, 11.2291, 8.1106, 9.1393, 10.6649, 9.8833, 11.9827, 11.8066, 10.6577, 10.0183, 9.5531, 9.837, 11.9314, 7.9563, 11.7409, 8.339, 12.0304, 10.3921, 10.0658, 8.3389, 9.3922, 11.032, 9.0572, 10.2881, 10.0062, 10.9708, 8.7918, 9.0371, 8.9689, 11.6701, 8.8719, 9.1033, 7.8175, 10.2848, 9.269, 9.7005, 10.4732, 10.6518, 8.2942, 8.8713, 10.35, 10.6964, 10.952, 9.5478, 7.8614, 10.9739, 9.1678, 10.3729, 10.2452, 11.862, 9.8324, 10.2149, 8.9545, 10.4394, 9.9303, 8.8537, 10.5165, 8.8805, 10.6629, 11.1236, 10.8634, 11.4476, 10.5526, 9.8801, 10.9939, 9.5457, 10.2668, 9.4057, 9.5254, 10.3515, -0.3694, 0.46956, -1.3574, -0.67224, -0.052902, -0.44581, 0.86944, 1.2181, -0.31586, 1.0771, 0.10469, -0.65033, 0.54159, 0.3346, 1.6437, -0.4162, -0.39896, -0.73629, -0.16915, -0.71968, 0.16646, -2.8322, 0.90982, -1.8783, -0.68965, -1.1001, -0.88219, -0.5021, -0.21268, 0.4235, 1.7765, 0.69929, 0.23453, -0.13797, 0.80586, 0.55451, 0.41297, -0.4384, -1.194, 0.48486, -0.61484, -0.97882, 0.50011, 1.8741, -0.34461, 0.57853, 0.56169, 0.12542, 0.57329, -0.926
DataItem2, -0.054735, -0.38783, -1.768, 0.7209, 0.087274, -1.699, 0.16398, -1.9343, -0.00092083, -0.77452, 0.9798, -1.4521, -0.013578, -0.42013, -1.0709, -2.0995, -0.39048, -0.097144, 1.0447, -0.024947, 0.64925, -0.54747, 0.23696, -0.37992, -0.15066, -0.75572, -0.47036, -0.17353, 0.37188, -0.11907, 1.2367, 1.0096, 1.043, -1.1213, -0.61201, 1.1036, 1.1278, -1.9572, -1.6166, 0.87337, 0.44034, 1.5268, 1.9632, 0.1798, -2.0039, -0.21769, 0.017919, 0.84068, -1.9992, 1.5652, 0.94935, 0.30495, 0.028467, -0.025896, -0.14504, 0.22039, 2.9017, 0.054015, 0.016145, 0.83598, -0.75859, -1.5445, 1.2023, -0.21711, 0.337, -1.0572, -1.6477, -1.4745, -0.34065, 0.60535, 1.1556, -0.85982, 0.10022, 0.27865, 0.069985, 0.17265, -0.34189, -0.029908, 0.9229, -0.045546, -0.63792, 1.2607, 1.0867, -1.3938, -0.27404, -0.64284, 0.10575, 0.54398, -0.56428, -1.4309, -1.7152, 0.49032, 2.9587, 0.9997, -0.20738, 0.63724, -0.27322, 0.2577, -1.5033, 0.20089, 1.172, -0.12696, -0.561, 1.3497, -1.6735, 0.72314, 1.3304, -0.17752, -0.31123, 0.77914, -0.61447, -0.39899, -1.0889, 2.4929, 2.1514, -0.6976, 0.99909, 1.9827, -0.5944, -0.50904, 0.77301, 0.060843, 0.6592, -0.77676, 1.4381, -2.3063, -1.6794, 0.06209, -0.42223, -0.41276, 0.68298, 0.88069, 1.713, -2.4715, -1.9863, 0.60534, 1.6889, 1.0196, -0.77031, 0.77782, 1.3962, 0.16993, 0.28927, -0.045651, -0.86366, 1.2476, -0.37004, 2.1962, 0.83948, 0.80098
DataItem3, 9.6975, 10.2478, 11.0738, 8.5164, 9.5108, 9.7017, 8.6554, 11.162, 9.7287, 11.3973, 12.3372, 10.9918, 10.9135, 8.5416, 10.5144, 11.0401, 9.5588, 9.879, 10.7506, 9.1785, 10.5878, 11.0774, 10.1901, 11.2355, 9.522, 10.934, 11.6528, 10.7703, 10.3276, 8.3009, 10.7908, 9.7043, 10.323, 8.4869, 10.4744, 9.116, 12.3526, 10.5042, 9.0956, 11.9366, 10.4023, 10.2765, 8.9323, 11.0496, 10.955, 9.4012, 10.1547, 11.2204, 10.9992, 11.9683, 10.3189, 9.7331, 10.9643, 10.1148, 9.3462, 11.6206, 9.2468, 9.4801, 11.0954, 9.6475, 12.2794, 10.6577, 11.7902, 10.4052, 11.1742, 9.4276, 7.0181, 8.9124, 11.0989, 10.4973, 10.406, 8.087, 10.6721, 10.281, 9.5121, 10.2783, 10.4444, 8.0684, 10.5666, 10.9, 11.469, 9.9655, 9.5857, 9.4018, 10.2659, 10.6841, 9.1159, 9.6354, 9.9256, 11.0517, 8.7889, 10.7662, 11.073, 11.4017, 8.5096, 9.9094, 9.326, 9.7261, 8.8219, 9.9384, 0.68428, -0.10577, 0.70884, -0.79347, 0.41124, -0.7703, 0.65487, 0.33626, 0.16718, 0.4845, -0.86329, 0.30987, -0.2515, 0.93818, -0.57945, -0.44969, -0.99829, -0.17332, 1.5451, 0.83511, 0.73943, 0.087685, 0.32667, -0.25713, 0.53504, -0.73484, 0.48268, 0.040178, 0.52677, -0.84039, 1.7447, -0.51076, -1.8506, -0.054095, -0.75075, -0.16007, 1.0394, 0.47321, -0.47996, -1.049, 0.68094, 1.6356, -3.1993, 0.55244, -0.6301, -0.38321, -1.2653, -0.66355, 0.24086, -0.4956
DataItem4, 1.3044, -1.6227, 1.4042, 0.49772, 0.16972, -0.5815, -0.069977, 0.86501, 1.1047, -0.95509, -1.1326, -0.79182, 0.13277, -0.27496, -0.18438, -0.7168, 0.18781, -0.034502, 0.63611, -0.78358, 1.0277, -1.2734, -0.20334, 1.7096, -0.22194, -0.090889, -0.29749, -0.094004, 0.91541, 0.60623, -2.151, 1.5386, 0.73877, -1.4266, 0.48779, -0.29483, 0.84859, -1.1644, -1.4559, -0.33643, 0.25218, 0.075066, 0.53814, 0.29445, -0.25908, 0.38583, -0.69556, 1.0409, 0.69752, 0.14053, -0.3127, -0.99209, -1.4004, -0.93181, 0.58785, -0.31009, -0.71076, 0.49017, 0.10708, -0.68422, 0.047498, -0.16706, -1.0687, -1.7377, 0.50153, -0.53985, -1.9642, -1.8034, 1.1376, 0.21117, 1.1234, -0.22338, -0.01369, -0.45141, -1.0931, 0.66116, 0.43201, -1.5863, -1.5015, 0.70919, 0.93031, -0.88983, 0.80463, -1.2089, -0.86457, 0.41931, 1.7761, -0.32088, 1.2833, -0.37311, 1.2825, -0.81152, 1.0552, -0.23489, -1.9591, -0.23942, -0.76872, 1.578, -0.88864, -0.013192, -1.5553, 1.4247, -0.53328, 0.10006, -1.0017, -1.7141, 0.59328, 1.7335, 0.51391, -0.049201, 1.3774, 0.0025619, -1.9996, -0.32007, 0.94718, 0.53272, -0.1623, -0.42092, 0.1882, 0.10258, 0.015444, -0.58105, 0.73197, -1.7598, 0.61363, -1.251, 0.12938, 0.38191, -0.58544, -0.88797, 0.60312, 0.9945, 0.19044, 0.40807, -0.18391, 1.3748, 1.2375, 1.0249, -0.41052, 0.0052319, 0.70446, 0.91761, -0.84475, 0.0066042, 0.97891, -0.53366, 1.7374, -0.19353, 0.95084, -0.37894
DataItem5, 12.6531, 10.3376, 10.3078, 11.6277, 9.9651, 9.3805, 9.6475, 7.854, 9.1871, 9.6863, 9.0266, 9.596, 10.3211, 10.0814, 8.7428, 7.516, 10.457, 10.1885, 9.942, 9.5787, 9.0719, 9.7514, 9.7587, 11.0627, 9.8606, 8.8249, 12.0031, 10.2524, 9.3413, 9.431, 9.4753, 10.8539, 10.2786, 8.098, 9.3647, 10.1832, 10.8666, 10.5174, 9.5493, 9.4247, 9.2516, 10.0218, 8.6487, 9.5947, 10.5405, 8.0864, 9.8573, 10.314, 10.2888, 9.3771, 10.073, 9.9865, 11.0755, 9.6398, 9.8867, 10.9348, 8.8389, 9.2261, 10.3265, 9.7789, 8.4804, 8.3543, 9.92, 10.2603, 9.2153, 9.1645, 9.9417, 10.3612, 8.6383, 8.6271, 10.0202, 8.4518, 8.3394, 12.3396, 9.7996, 7.8641, 9.6161, 9.7918, 10.3317, 9.2864, 9.9184, 8.9666, 10.1759, 10.8687, 9.0534, 12.1914, 9.9758, 9.837, 7.8216, 13.7271, 8.9585, 10.081, 9.5692, 9.1152, 10.8587, 9.4843, 10.1359, 11.9166, 10.439, 9.4549, -0.55781, 0.7513, -1.9979, -0.050985, -0.082821, -1.4261, 0.28197, -1.2891, 1.4431, 1.0676, -1.7634, -0.44255, 1.9428, -0.91269, 0.12682, -0.51383, -0.16403, -1.8152, -0.037107, -2.6644, 0.62331, 0.31438, 1.8192, 0.48561, -0.080917, 0.80666, 0.53376, -0.49516, 1.4316, -0.68351, -0.084698, 0.40025, -1.0798, 1.2424, 0.85564, -1.8629, -0.53815, 2.2672, 0.92752, 1.2548, 0.83612, -2.5343, -0.56739, -0.036722, -0.26428, 1.6738, 0.42101, -1.5402, 1.7062, 1.4719
DataItem6, 9.831, 10.32, 10.8848, 10.1222, 9.9149, 9.4816, 10.4833, 11.3605, 8.9765, 11.8902, 10.0881, 8.8015, 11.4338, 9.2038, 10.2218, 11.1795, 10.122, 9.2592, 9.8988, 8.7532, 9.4986, 9.6721, 10.3685, 9.5028, 9.3584, 9.8396, 8.677, 10.6069, 8.3751, 9.5685, 10.2081, 10.4691, 11.5813, 9.8904, 7.9478, 8.1431, 10.1205, 11.0096, 9.9269, 8.5095, 10.4221, 9.095, 11.7425, 10.1075, 8.5175, 10.766, 9.2102, 8.5013, 9.2569, 9.3015, 11.5777, 8.131, 11.3789, 10.2054, 10.0446, 9.4235, 11.8769, 10.3964, 9.1, 9.2994, 9.3639, 10.0887, 10.9788, 8.261, 8.7727, 12.1547, 9.0785, 10.968, 10.1406, 10.681, 10.4027, 9.3237, 10.8107, 10.6805, 7.8255, 11.0988, 8.2815, 10.4561, 10.8885, 12.3565, 9.32, 10.7824, 11.3218, 12.9408, 11.0148, 10.5632, 9.8619, 8.996, 10.9071, 10.2153, 10.8043, 8.9521, 10.0614, 9.9749, 10.3199, 11.954, 12.3108, 11.8518, 8.9219, 9.8059, 1.4901, 0.1052, -0.10017, 0.33273, -0.61623, -0.60107, 1.9281, -0.79181, 2.5951, 0.87599, -0.75522, 0.97064, -0.040204, 0.097274, 0.35377, -0.94739, -0.17891, 0.69302, 0.22104, -0.92263, 0.54823, 0.54388, -1.1968, -0.94126, -0.72516, -0.015899, -1.0361, 0.040825, -1.0019, 0.76961, -0.16328, -0.80958, -0.016125, -0.50762, 0.42398, -0.22276, 0.55362, 1.5422, -0.66659, -1.1405, 0.99297, -0.086658, -0.17983, 1.0805, 1.004, -0.22287, -0.94301, -1.8274, -0.17787, -0.61189
DataItem7, -9.3395, -10.1457, -10.9889, -10.5305, -9.5986, -9.1397, -7.7279, -9.7344, -9.5195, -9.4602, -10.1829, -10.2105, -10.2622, -10.9269, -10.8522, -8.3815, -10.3529, -7.6985, -9.8735, -11.9894, -8.6957, -9.386, -11.4993, -9.8021, -9.9903, -8.9291, -11.7845, -10.9641, -9.7791, -11.5126, -10.6464, -9.2334, -11.9415, -10.3825, -11.0394, -9.5928, -8.8997, -11.0158, -9.8248, -11.3454, -10.6891, -11.1297, -9.9556, -10.3485, -10.8698, -11.8269, -10.2345, -9.9681, -11.8297, -10.6277, -9.731, -10.4096, -9.3211, -8.8409, -9.1594, -10.4324, -10.6155, -9.4506, -10.8849, -11.1844, -11.5677, -10.5312, -8.7269, -11.1944, -9.8423, -10.1907, -10.2417, -9.2893, -8.8747, -11.1049, -11.5822, -9.8522, -9.9989, -10.5349, -10.1101, -8.6175, -10.8029, -10.2871, -10.1667, -10.3628, -10.4841, -9.8594, -9.6035, -8.7609, -10.6991, -10.048, -10.2292, -8.7319, -11.2495, -9.1445, -10.1558, -10.6841, -9.4014, -10.9652, -9.5154, -11.3103, -9.0693, -12.4042, -10.1036, -10.47, -0.1125, -0.32102, -1.1512, 0.63454, -0.35377, 0.84912, -1.3067, 0.67357, 2.4194, -0.027602, -0.11125, -2.0002, 1.7817, -0.63465, 0.3424, 0.88285, -1.5801, -1.3291, -0.73332, -1.1039, -0.53815, -0.33355, 0.019665, 0.33808, -0.39467, -0.46088, 1.4694, 0.039413, 1.5494, 1.2064, 0.44977, -1.2275, -0.075977, 0.3564, 0.70828, -0.91955, -0.92483, 0.41347, -0.39853, -0.89678, -1.6926, 2.0051, -0.19581, -1.1986, -0.14789, 0.34273, 1.0939, -1.6608, 1.2958, -0.91215
DataItem8, 10.6839, 8.7203, 10.5826, 11.1409, 10.9413, 8.5426, 9.0788, 8.6502, 10.001, 9.2262, 8.9809, 9.4067, 8.6926, 11.053, 11.0962, 11.8282, 10.395, 8.9672, 7.6929, 10.5682, 9.4761, 8.8992, 9.7077, 10.2261, 9.6575, 10.4199, 10.2055, 10.9081, 9.0994, 9.3067, 11.5083, 11.1862, 9.7105, 9.5434, 8.9972, 10.1264, 10.4732, 11.3881, 10.005, 7.9984, 8.0887, 10.424, 7.7685, 10.7112, 9.0306, 8.3004, 10.4171, 10.1219, 11.6086, 10.1627, 8.9996, 9.5186, 11.3972, 9.8337, 10.3702, 10.0097, 9.4953, 8.3091, 12.0983, 9.6248, 12.0784, 8.7566, 11.2447, 11.2569, 10.9429, 9.4544, 10.4056, 7.279, 10.2806, 8.9647, 11.3785, 9.5166, 11.7931, 9.6023, 11.2252, 9.4241, 10.915, 9.0928, 10.2352, 11.5626, 10.5581, 10.5885, 10.368, 8.7705, 10.2725, 9.0306, 9.8016, 9.6563, 9.0699, 8.8193, 10.2444, 8.8106, 9.0843, 8.6654, 9.07, 9.6852, 9.3243, 9.0566, 9.6205, 9.3665, -0.44229, -1.2189, 0.59538, -0.48894, 1.0277, 0.63741, 1.5038, 1.6643, -0.39637, -0.06815, 0.83827, -1.2165, 0.64884, 0.75385, 0.08707, -0.28051, 2.0285, -0.37, 1.2467, -0.94396, 0.47902, 0.10557, 0.93386, 0.7108, 0.68098, -1.2368, 0.32271, -0.73493, -1.4082, 0.011634, 0.23075, 0.70068, 0.41476, 0.19386, 0.041192, 1.6956, 0.21211, 1.6169, -0.12454, 0.080882, 0.4531, -0.60012, -0.1649, -0.95663, -1.5721, 0.81022, 0.1009, -0.18945, -0.82548, -0.1584
DataItem9, -1.3772, -0.025603, 1.0074, 0.96645, 0.31356, 1.5863, -1.0114, -0.13868, -0.82209, 0.84515, -0.13303, 1.9031, 0.87591, -0.3214, 0.64413, -1.8047, -0.8128, 1.4398, -0.82203, 0.83713, 0.94982, 2.3366, -0.79569, -0.81465, -0.61871, -1.9028, -0.3982, -2.5358, -0.76099, -0.53821, 0.57331, -0.34466, 0.77232, -0.35744, -0.39404, -0.99365, 0.77745, -0.83759, -0.59957, 0.17218, 1.7066, 0.713, -0.43009, -1.0123, -0.4319, 0.32501, -0.40442, -1.8672, 1.9067, -0.74564, 0.50801, -0.99035, 1.608, -1.0376, -1.4497, -1.1709, 1.1066, -1.9524, -0.058672, -0.63833, -0.36618, -0.49604, 1.6953, -0.57287, -1.2275, -0.67389, 0.41875, -0.57469, -0.54831, -1.0326, -2.075, -1.1515, -0.086368, -0.45374, 0.29757, 0.14649, -0.55072, 0.16685, -1.6752, 0.2531, 0.23729, 0.12302, -1.2917, 1.4057, 2.291, 0.49377, 0.28978, -1.172, 0.87975, 1.3888, -0.1248, 0.23768, -0.083628, -0.65844, 0.25988, 2.0994, 0.13498, -0.14231, -1.0004, 0.85525, 1.2539, -0.62865, -1.4042, -0.29384, -0.99315, 0.11652, -0.36656, 0.21952, -0.10392, -0.56503, -1.319, 0.44361, -0.80282, 0.80332, 0.3541, -0.22373, 1.5831, -0.80567, -0.54252, 0.43652, 0.6355, 0.012393, -0.81263, -1.3104, -0.1474, 1.3228, 0.05535, 1.189, 0.70717, -0.58295, -0.34547, -0.026808, 0.65783, -0.27367, 0.18549, -0.90951, -0.25625, 0.77521, 0.66582, 0.95927, 0.45753, 0.47063, -0.23506, 0.074665, 0.063726, -0.22166, -2.3483, -0.1278, -2.3831, 0.15235
DataItem10, 0.56148, 0.36028, -0.49972, -0.1648, -0.082639, -1.5032, -2.3782, 0.95419, -1.0459, 1.3861, -0.19589, -0.60427, 2.3219, 0.62351, -0.20949, 0.10312, -0.45747, 0.091512, -1.4729, 2.3638, -0.47219, -0.5979, 0.013595, -1.0763, 2.3168, -0.31524, 0.03261, -1.5377, -0.025185, 1.1025, 0.29772, -0.74142, 0.23719, 1.2204, -0.31189, -0.062362, 1.2861, 0.83717, 1.4895, -0.3255, -0.22975, -0.33552, -0.82139, 0.044436, -0.99796, -0.61269, 0.61931, -0.031894, -0.39138, -0.16754, 0.41437, 0.48697, 0.19219, -0.24509, -0.03979, -0.68514, -1.3555, -0.93372, -0.75322, -0.25052, -0.035863, 0.59335, -0.45991, 1.3212, 1.7103, -0.91111, -1.0435, 0.88818, 0.79929, 0.35097, 0.1744, 1.1871, 0.85634, 1.0243, 1.0589, 1.1495, 1.7907, 0.56627, -0.089897, -0.73284, 0.37566, 0.89635, -0.79409, 0.98263, -1.1766, -0.75385, -0.58463, 0.2442, 1.1251, -2.004, -1.7976, 0.055488, -0.19048, 0.68503, -0.6022, 2.8345, 0.21695, 0.34432, 0.74119, -1.4595, -0.33901, -0.28291, -1.5335, 0.22174, 0.39531, -0.2072, 3.6119, 0.56313, -1.4901, 0.316, 1.1551, -0.020869, 1.8869, 0.52774, -0.96911, -0.060576, -1.3737, -0.036779, 0.26194, 0.52784, 0.11227, -0.49437, -1.7739, 1.0074, 1.7605, 0.33048, 0.97329, 0.75345, -0.70427, 0.030276, -1.6229, 1.0816, 0.65776, 0.57692, 0.40328, -0.098007, 0.82042, -0.51639, 1.3542, -0.68383, 0.28589, -0.16801, 0.1055, -1.6044, -0.53631, -0.23897, -0.045312, -1.7667, -0.46256, 1.8044
