, SignalFeature1_D2, SignalFeature2_D2, SignalFeature3_D2, SignalFeature4_D2, SignalFeature5_D2, SignalFeature6_D2, SignalFeature7_D2, SignalFeature8_D2, SignalFeature9_D2, SignalFeature10_D2, SignalFeature11_D2, SignalFeature12_D2, SignalFeature13_D2, SignalFeature14_D2, SignalFeature15_D2, SignalFeature16_D2, SignalFeature17_D2, SignalFeature18_D2, SignalFeature19_D2, SignalFeature20_D2, SignalFeature21_D2, SignalFeature22_D2, SignalFeature23_D2, SignalFeature24_D2, SignalFeature25_D2, SignalFeature26_D2, SignalFeature27_D2, SignalFeature28_D2, SignalFeature29_D2, SignalFeature30_D2, SignalFeature31_D2, SignalFeature32_D2, SignalFeature33_D2, SignalFeature34_D2, SignalFeature35_D2, SignalFeature36_D2, SignalFeature37_D2, SignalFeature38_D2, SignalFeature39_D2, SignalFeature40_D2, SignalFeature41_D2, SignalFeature42_D2, SignalFeature43_D2, SignalFeature44_D2, SignalFeature45_D2, SignalFeature46_D2, SignalFeature47_D2, SignalFeature48_D2, SignalFeature49_D2, SignalFeature50_D2, SignalFeature51_D2, SignalFeature52_D2, SignalFeature53_D2, SignalFeature54_D2, SignalFeature55_D2, SignalFeature56_D2, SignalFeature57_D2, SignalFeature58_D2, SignalFeature59_D2, SignalFeature60_D2, SignalFeature61_D2, SignalFeature62_D2, SignalFeature63_D2, SignalFeature64_D2, SignalFeature65_D2, SignalFeature66_D2, SignalFeature67_D2, SignalFeature68_D2, SignalFeature69_D2, SignalFeature70_D2, SignalFeature71_D2, SignalFeature72_D2, SignalFeature73_D2, SignalFeature74_D2, SignalFeature75_D2, SignalFeature76_D2, SignalFeature77_D2, SignalFeature78_D2, SignalFeature79_D2, SignalFeature80_D2, SignalFeature81_D2, SignalFeature82_D2, SignalFeature83_D2, SignalFeature84_D2, SignalFeature85_D2, SignalFeature86_D2, SignalFeature87_D2, SignalFeature88_D2, SignalFeature89_D2, SignalFeature90_D2, SignalFeature91_D2, SignalFeature92_D2, SignalFeature93_D2, SignalFeature94_D2, SignalFeature95_D2, SignalFeature96_D2, SignalFeature97_D2, SignalFeature98_D2, SignalFeature99_D2, SignalFeature100_D2, NoiseFeature1_D2, NoiseFeature2_D2, NoiseFeature3_D2, NoiseFeature4_D2, NoiseFeature5_D2, NoiseFeature6_D2, NoiseFeature7_D2, NoiseFeature8_D2, NoiseFeature9_D2, NoiseFeature10_D2, NoiseFeature11_D2, NoiseFeature12_D2, NoiseFeature13_D2, NoiseFeature14_D2, NoiseFeature15_D2, NoiseFeature16_D2, NoiseFeature17_D2, NoiseFeature18_D2, NoiseFeature19_D2, NoiseFeature20_D2, NoiseFeature21_D2, NoiseFeature22_D2, NoiseFeature23_D2, NoiseFeature24_D2, NoiseFeature25_D2, NoiseFeature26_D2, NoiseFeature27_D2, NoiseFeature28_D2, NoiseFeature29_D2, NoiseFeature30_D2, NoiseFeature31_D2, NoiseFeature32_D2, NoiseFeature33_D2, NoiseFeature34_D2, NoiseFeature35_D2, NoiseFeature36_D2, NoiseFeature37_D2, NoiseFeature38_D2, NoiseFeature39_D2, NoiseFeature40_D2, NoiseFeature41_D2, NoiseFeature42_D2, NoiseFeature43_D2, NoiseFeature44_D2, NoiseFeature45_D2, NoiseFeature46_D2, NoiseFeature47_D2, NoiseFeature48_D2, NoiseFeature49_D2, NoiseFeature50_D2
DataItem1, 11.0595, 7.1997, 9.3227, 11.0248, 9.856, 9.5226, 10.8171, 12.0876, 9.7319, 10.4301, 10.1266, 11.5185, 9.4757, 8.627, 8.8739, 9.8844, 10.2967, 10.848, 10.0815, 10.948, 9.765, 8.7092, 9.4282, 9.768, 10.4672, 11.3555, 10.5723, 10.1904, 8.9251, 8.4783, 10.8283, 9.511, 10.5885, 10.6115, 10.4751, 9.0413, 12.4326, 10.0797, 9.9993, 9.7645, 9.8376, 10.0879, 9.6668, 11.782, 10.5705, 9.259, 9.0983, 9.1515, 9.3836, 9.8779, 10.2972, 8.9221, 10.3756, 9.5245, 11.5147, 8.7393, 11.2022, 10.2699, 10.8625, 8.9543, 9.8331, 8.3402, 11.9807, 10.0047, 10.0888, 11.8253, 8.1268, 9.6626, 9.7872, 12.0233, 11.213, 11.3168, 10.4878, 10.8482, 11.07, 9.0614, 10.2998, 10.6899, 9.1599, 7.9323, 9.8859, 10.2205, 10.3413, 10.0094, 9.5154, 9.9549, 11.6953, 8.958, 9.5098, 12.0581, 8.3586, 9.236, 10.6035, 11.0149, 9.3876, 10.3826, 10.2349, 9.5298, 9.976, 9.2965, -2.6097, 0.85433, 1.2984, 0.69837, 0.90496, -0.060363, 0.30645, 0.31537, -0.66114, 1.2161, -0.19006, 0.4851, -0.47194, 0.26583, 0.026454, -0.25185, 0.82024, -0.14159, 0.92875, 0.059662, 0.24095, -0.29102, 1.4016, 0.71926, 1.2647, -0.39123, 1.793, 0.14854, -1.8253, -0.37282, 1.4124, 1.9616, -0.14273, -0.25422, -1.0711, 0.15435, -2.0894, -0.45045, 0.60093, -1.0397, -1.0887, -0.13896, 0.28087, -0.94751, 0.59262, -0.073258, -1.6061, 0.8869, 1.4258, 1.8352
DataItem2, -1.1493, -0.3142, 0.34381, 0.87133, -0.28508, -1.3326, -1.1952, 0.4933, -1.1638, 0.76232, 1.1107, -1.0126, 0.51237, -0.90757, -0.035053, -0.40946, -1.6081, -0.62753, 0.51401, 0.36495, -0.87228, 0.57278, 0.027705, -0.018405, 0.91727, 0.044054, -0.39466, 1.1354, 0.3346, 0.11815, -0.42688, 0.63387, -0.78853, 0.31047, 1.5715, 0.4404, -2.3267, -0.61653, -1.0919, -1.5851, 0.54432, -0.59822, 0.73119, 0.399, 0.093923, -1.0988, -0.82357, 1.1481, -1.2225, 0.10825, -0.29202, -1.9124, -0.59801, 1.943, -1.3579, 0.73649, 1.8436, -2.0433, -1.4109, 0.97179, 1.0346, 0.12909, 0.18896, -1.4583, 1.6746, 0.46171, -0.64022, 0.90288, -2.6582, -1.0453, -0.28377, -0.93913, 0.49334, -0.0119, 1.3946, 0.81203, 0.37552, 0.20521, -0.20189, -0.077975, 0.14137, 0.43536, -1.4465, 0.65897, -0.22427, 0.26303, 0.54935, -1.2584, -1.3138, 0.050656, 0.57823, -0.53056, -0.40133, -0.46142, -0.73298, -0.044513, 0.3034, 1.0584, -2.0308, 1.2881, 0.76294, -0.32158, 1.5742, -1.1156, 0.44177, 1.3628, -0.85639, -1.1318, 1.5185, -0.60041, 0.75027, -0.86026, 1.1158, -0.76519, -1.0429, -0.99887, 0.31252, -0.68397, -0.14416, -0.57915, 0.2804, -0.64262, -0.52989, -0.82712, 0.10027, 0.7409, -0.40269, -0.53749, -0.32218, 0.16041, -1.2452, -0.66753, -0.48522, -0.71832, -0.19573, 0.50874, -1.2862, 1.1805, 0.78221, 0.45718, 0.25783, 1.0467, 0.17988, -0.21886, -0.38677, 0.37401, 1.5878, 1.9751, -0.82605, -1.0019
DataItem3, 9.8256, 7.8871, 9.3538, 8.4902, 10.782, 8.8029, 13.3, 9.1537, 9.0039, 9.8409, 10.0313, 9.2711, 9.1073, 10.8649, 10.0212, 10.0975, 9.4924, 9.5654, 8.3463, 10.2072, 9.7749, 10.519, 9.3247, 9.3689, 7.2169, 10.1236, 10.2867, 9.2593, 10.783, 10.6359, 10.945, 8.9345, 12.3774, 8.8127, 11.4691, 9.0539, 11.2288, 11.8578, 10.2985, 8.2849, 7.4252, 9.5755, 9.2447, 8.0991, 11.3523, 12.3089, 8.7824, 12.113, 9.4138, 8.3048, 9.7223, 8.5369, 10.1155, 10.2945, 8.9256, 9.191, 8.5904, 10.0374, 10.4913, 10.0712, 8.079, 9.7807, 10.465, 8.824, 10.5678, 8.4715, 11.6366, 10.9295, 11.4482, 10.0434, 10.9369, 10.3426, 10.8818, 10.3562, 9.8235, 10.653, 10.2997, 11.751, 9.7397, 10.949, 11.1995, 9.2306, 11.977, 11.0529, 10.498, 9.4854, 10.6988, 11.036, 9.6134, 9.8213, 12.0549, 10.2985, 9.474, 9.8237, 10.3491, 9.2665, 10.3059, 9.5583, 8.9012, 8.8605, 0.34333, -0.30129, 0.097868, -0.2261, -0.42822, -0.48104, 0.44186, 0.42898, 0.29145, 1.1192, 2.4356, 1.6795, 0.42003, -0.57286, 0.082334, 0.73089, 0.30395, 0.31815, 1.4059, -0.043835, 1.4891, -0.070627, -2.1345, -0.12794, -0.56076, 1.1364, -1.6319, -0.77252, -0.8254, -0.020747, 0.7727, -2.4558, -0.80889, -0.365, 0.44924, 0.6926, 0.65871, -1.1886, 0.31568, 0.83445, -0.090721, -0.24521, -0.24695, -1.719, 0.48699, -0.54677, 1.0984, 0.87024, -0.099644, -0.54998
DataItem4, -0.021666, -0.27545, 1.5408, -0.0058662, -0.18848, 0.47737, -2.2334, 0.47576, -0.27162, 0.054967, -0.26906, -0.89112, 0.52049, -0.3463, -0.061649, -1.3998, 1.1174, 1.6664, 1.7242, 2.3061, -0.35044, -0.51534, -0.66556, -0.32187, 1.127, -0.81075, 1.2641, 0.1707, -1.0863, -0.1882, 0.31402, 1.0226, 0.32291, -0.96961, 0.30768, -0.29618, 0.029379, -0.337, 1.0883, -1.0289, -0.02747, 0.78237, -0.031554, -0.33446, 0.78895, -1.183, 1.687, 1.3531, 2.1844, -0.96073, 1.578, -0.34048, 1.8891, -1.9382, -1.6296, -0.65809, -0.93686, 0.96707, 0.56363, 0.60334, 0.43469, -0.61516, 1.3527, -0.4232, -0.17186, -0.76469, 1.5796, -0.88721, 1.078, 0.019433, -2.5165, 0.96687, -0.078988, 1.0433, -1.0396, -0.50122, 1.5604, -0.68085, 0.36096, 0.93493, 0.16221, -1.6354, -0.71313, -0.27001, 0.2617, -0.031171, -0.28412, 1.5369, 1.6442, -0.16936, 0.41013, 0.41375, 0.80408, -0.34308, -0.38991, -0.55714, -1.4093, -2.1581, 0.29269, 0.90153, 0.60615, -1.0017, -0.69743, -0.3286, -0.6132, -0.10048, -0.53903, 1.0083, 0.22067, 0.022346, -0.94528, 1.2778, 1.6015, 0.99197, 0.8309, -0.021241, 0.1567, -1.7041, -0.83834, 1.1695, 0.49049, -1.5597, 0.38829, 1.1161, 0.30752, 1.6883, 1.1838, 0.50848, 0.98669, 0.63693, 1.8565, -0.43639, -0.0037356, 1.0919, 0.43633, -0.45578, -2.134, -0.62929, 1.323, -0.41599, 1.3311, 0.34734, -0.44247, -0.15981, 1.4707, -0.39963, -1.8303, 0.70183, 0.57097, 0.52853
DataItem5, 9.4466, 9.5931, 9.3571, 10.2231, 11.106, 9.6177, 10.5904, 11.4588, 8.7256, 8.103, 9.7158, 9.3271, 9.4984, 9.9111, 10.3962, 9.3698, 8.9026, 9.7563, 7.5277, 9.5216, 9.9955, 9.0979, 9.665, 11.1266, 10.0264, 11.5072, 10.0929, 10.8541, 10.7859, 8.94, 8.5938, 9.9188, 11.6206, 12.3672, 9.1124, 11.2367, 11.0162, 8.2232, 10.8795, 10.2845, 10.258, 9.5417, 8.1795, 10.2115, 10.7508, 9.426, 9.0298, 9.7749, 9.5528, 11.4358, 9.8938, 11.5065, 7.7684, 9.4621, 10.425, 10.2704, 10.4752, 9.5851, 9.3458, 10.7887, 11.0649, 10.3121, 10.0998, 9.891, 8.7779, 9.9714, 10.8488, 9.5493, 9.6497, 10.6768, 8.781, 11.493, 8.7266, 9.8018, 10.7252, 11.4875, 10.4271, 9.3433, 9.7054, 8.6334, 8.7104, 10.0506, 11.5424, 10.2029, 9.9984, 10.3497, 11.1695, 10.7726, 10.9006, 10.4593, 11.0244, 9.4345, 8.4569, 8.0251, 9.2303, 9.8882, 9.999, 8.5913, 8.679, 9.6228, -1.0806, -0.75604, 1.5732, 1.6697, 0.51809, 1.1413, 0.55885, -0.15222, 0.60624, 0.2105, 0.058832, 0.24628, -0.98195, -0.43387, -0.20984, -1.5009, 0.11565, -0.33732, -0.0031424, -0.48741, 0.18611, 0.25277, -0.93087, -1.5838, 0.18027, -1.1146, -1.1757, -1.2739, -0.075199, 1.4508, -1.1945, 1.503, -1.6131, 1.7356, -0.61245, 2.3276, -0.26163, 1.3975, -0.20993, -1.1955, -0.48486, 2.1445, -1.117, 0.45464, -0.17892, 0.80236, 0.40345, 0.041282, 0.36716, 1.4855
DataItem6, 10.6963, 11.8863, 9.2859, 9.6839, 10.9735, 11.2489, 9.4629, 9.6975, 9.6237, 11.4529, 11.0232, 10.5522, 10.2553, 11.3918, 8.7735, 9.4487, 8.9086, 9.0202, 10.5716, 9.8675, 11.1866, 11.8221, 11.1895, 8.5813, 12.1635, 11.0239, 9.6273, 10.2177, 8.3043, 11.0578, 10.3121, 9.2474, 8.4077, 10.7619, 11.1404, 11.2048, 10.0104, 9.628, 9.6973, 11.1273, 7.2213, 8.8571, 8.7675, 9.4874, 10.9362, 11.1342, 10.6137, 11.5872, 10.1566, 7.3937, 9.7025, 11.4134, 8.7086, 9.621, 10.9633, 9.4311, 9.7841, 10.5278, 9.4088, 8.9498, 9.4496, 8.8631, 10.5068, 8.7724, 8.5385, 10.8722, 10.7419, 10.1482, 10.5142, 12.0049, 10.5029, 10.4442, 9.3122, 8.2489, 11.3287, 9.9823, 12.0202, 10.3464, 9.4354, 9.6962, 9.5139, 8.5385, 10.1452, 10.8009, 8.1186, 9.2742, 11.9476, 10.3155, 8.7113, 11.0504, 7.6737, 8.9397, 11.1855, 10.0516, 9.5291, 7.3343, 9.7821, 8.4198, 9.4794, 9.6859, 0.36218, 0.51024, -1.1626, 0.79686, -0.75643, -1.596, 0.84722, 0.046146, 0.7019, 0.10364, -0.60902, -0.80138, -1.2203, 0.32916, -0.91315, -0.61355, -1.0389, -0.98039, 1.6777, 0.54824, 1.0803, 0.7237, -1.4625, -2.2069, -1.0214, -0.42023, 1.0154, -0.74222, 0.99589, -0.57532, 0.58925, 1.4151, 0.70858, 1.0003, 1.0275, 0.33878, 0.071358, -1.3168, -0.27365, -0.81029, -0.49034, 0.40635, -1.1522, 0.74809, 0.82896, -1.9145, -0.27428, -1.9085, -0.85651, 1.4265
DataItem7, -8.6398, -10.7311, -11.5483, -8.4036, -9.4719, -8.5867, -8.982, -10.7753, -10.4827, -10.0006, -8.6588, -8.8969, -9.9985, -9.7429, -9.2033, -8.6982, -9.0994, -9.2809, -9.3619, -9.3912, -10.1718, -10.172, -8.9853, -9.1387, -11.8012, -10.8962, -10.3358, -10.2372, -8.4148, -8.7861, -8.8954, -10.2291, -8.7581, -9.6794, -10.7704, -10.924, -10.6453, -8.9566, -10.0764, -11.7845, -9.3323, -7.6352, -9.7103, -8.8466, -9.462, -9.5904, -9.2869, -11.01, -9.4554, -10.0361, -8.9626, -11.3286, -10.3475, -9.9037, -9.0676, -10.694, -10.9764, -11.3313, -8.5702, -9.9072, -7.8995, -9.3411, -9.5573, -8.7007, -11.4591, -10.9798, -10.325, -8.0893, -8.409, -11.1334, -9.5775, -8.5981, -10.0831, -10.742, -9.9154, -9.0055, -9.0466, -10.5103, -10.3165, -9.8336, -9.7867, -10.1145, -9.3494, -8.3779, -9.8006, -12.6173, -10.3318, -9.3621, -10.8757, -9.5744, -9.4531, -9.1013, -10.3243, -7.3605, -7.9565, -8.6392, -9.5065, -11.151, -9.5839, -9.1502, -1.6632, 0.60147, -0.49799, 0.39847, -0.49026, 0.43678, -0.39242, 0.35226, -1.2517, 0.88753, -3.3047, -2.2812, 0.59201, -0.66011, -1.0227, 0.51662, 0.12392, -0.97917, 0.057584, -0.45663, 0.70719, 1.6213, 0.79759, 0.32533, 0.83612, 0.19237, 0.43647, 0.27016, 0.59205, -0.25216, -1.5587, -2.562, 0.21354, 0.96573, -1.8355, 0.16467, 0.99136, -0.64118, -1.6341, -1.6922, 0.17985, 0.3037, 1.0699, 0.3205, 0.32639, -1.2549, -0.82229, 0.49122, -0.20249, -0.86958
DataItem8, 10.7803, 11.1055, 8.4933, 9.7814, 10.3185, 10.3098, 9.5688, 8.9592, 9.193, 11.5161, 11.8855, 11.4618, 8.7724, 7.6764, 11.3444, 11.6435, 9.2034, 9.1068, 10.3661, 9.2233, 9.5256, 9.3441, 10.8993, 8.048, 9.1114, 11.1464, 8.7553, 10.5367, 10.2548, 10.1224, 9.9732, 11.5998, 10.32, 11.3297, 9.9617, 11.3223, 9.6189, 11.4209, 11.7016, 10.5973, 9.9087, 9.4364, 9.635, 8.1144, 10.4829, 9.9339, 7.8231, 8.2366, 9.9907, 9.0373, 11.3486, 8.7384, 10.4466, 11.0832, 10.2604, 11.9131, 11.0635, 9.7644, 8.872, 10.1104, 8.8957, 9.0648, 9.8597, 9.5188, 10.1315, 11.3167, 10.1179, 8.282, 11.7169, 8.2905, 9.7933, 10.3732, 9.973, 10.9863, 9.0992, 10.524, 8.8093, 11.4672, 11.2357, 12.554, 10.3788, 12.3632, 10.8739, 9.2935, 9.3263, 11.1153, 10.3453, 8.8851, 8.8032, 12.0065, 10.0559, 11.0518, 10.5196, 11.1014, 9.4348, 10.7216, 11.8036, 9.9638, 10.3747, 9.2772, 2.3087, 1.5793, -0.64801, -0.35786, -0.70117, 1.2777, 0.76912, 0.74634, -0.49318, 1.5923, 0.32648, -0.95028, 1.7419, 0.41163, -1.6725, -1.3529, 0.57228, -0.94338, -1.6055, 0.69527, 0.86917, 0.050291, 2.2656, -0.65657, -0.21753, 0.55336, 0.63383, 1.6359, 0.60787, 0.53631, 0.94885, 0.46979, 0.1366, 1.1641, 0.24628, 0.79363, 2.2362, -0.56146, 1.3572, 1.0911, 0.79574, 0.87226, -0.27265, 0.72794, 1.608, 0.32841, 0.70312, 0.20706, 0.43776, -1.4474
DataItem9, -2.1056, 0.30365, -0.15941, -0.63106, 0.92679, 1.8244, 0.9937, -0.91768, 0.26569, -0.9119, -1.3688, 2.0603, -0.6703, 0.08862, 1.7301, -0.10122, -0.90434, -1.443, -0.087737, 1.0206, 1.9725, 0.20624, 0.68626, 1.3203, 0.82794, -1.0825, 0.19264, 0.60794, -0.59081, -2.1187, -0.6801, 0.73946, -1.4252, -0.25133, -0.51627, -0.66205, 0.062928, 1.0403, -0.1442, -0.14129, 0.68511, 0.08118, 0.9429, 0.79107, 0.20401, 1.0236, 0.75797, 0.076287, 0.86989, 0.079943, 1.3583, 1.3806, 0.79966, -0.89073, -0.20653, 0.41892, -1.0807, 0.16218, -0.82164, 0.437, -0.4601, -0.8452, -0.013411, 1.5993, -2.3262, 0.020714, -0.53851, -1.0557, 0.095602, 1.9216, 0.55195, -1.5933, 1.1063, -0.55247, -0.96711, 0.19927, 0.10967, 0.81279, -0.59676, -0.88739, -0.86955, -1.5112, 0.18019, -0.41082, -0.32175, 0.84574, 1.2775, 1.8575, 0.7463, -1.6103, 0.4208, 0.27173, 1.1397, 0.78206, 1.1912, -1.1034, -1.0407, 1.0346, -0.481, 1.2822, 0.63044, -2.367, -0.62395, 0.36075, -0.69157, 3.834, -0.047992, -0.83359, 1.5332, 0.52963, 0.54682, -0.90927, -1.0322, -0.43115, 2.6805, -1.8107, -0.63216, -0.86797, 0.14849, 1.9887, 1.6668, 0.11492, 0.87367, 0.30532, 0.12998, -3.3483, -0.89922, 0.18347, -0.073981, -1.2638, -0.42925, -0.35247, 1.5901, 0.54151, 0.12688, 0.24001, -0.1461, 0.79652, -0.38114, 0.87198, 0.38135, 0.5725, -0.49847, 1.0349, 1.038, 0.096619, 0.55941, -0.047258, 0.62231, -1.029
DataItem10, 0.95425, -1.7614, -2.1296, -1.0717, -0.13528, -0.083553, -0.52293, -0.41887, -2.1042, -0.63891, 0.12882, -0.54719, -1.4308, -0.091698, -1.9929, -1.6185, 2.0148, 0.16723, 0.71884, -0.6262, 0.37708, 0.50396, 0.21508, -0.21087, -0.33104, -1.5068, -1.57, 1.0895, -0.010271, 0.23828, -1.0403, -0.86804, -1.6291, -2.5573, -1.0446, 0.07686, -0.97342, 0.13143, 0.50625, -0.77042, 0.25744, 0.82403, 1.0808, 0.17631, 0.95722, -1.1832, 1.3061, 0.90051, -0.39061, 0.096902, 0.2603, -0.16908, 0.74116, 0.81416, 0.59989, -0.98105, 0.20417, -0.29049, -1.7587, -0.80376, 1.7219, -1.7602, 0.84494, 0.69791, 0.06304, -0.32191, -0.56898, -0.53441, 0.13723, 1.6818, -2.1939, 2.2364, -1.5073, -1.2754, -0.34122, 0.32364, 0.060708, 1.3131, 2.2083, 0.14796, -1.5927, -0.078028, -0.41117, -0.80067, 0.053063, -0.88296, -0.25473, 0.1621, 0.19867, 0.023052, 0.64954, 0.25456, 0.66469, -0.96001, -0.49357, -1.1071, -0.62856, 2.3236, -1.7834, -0.37234, -1.5744, -0.059977, 0.9032, 0.74418, 0.13095, -0.39779, -2.8678, 0.1489, -0.93863, 0.45521, 0.33671, 0.62461, -0.64597, -0.007726, 0.8255, -0.5576, 1.2577, -0.072351, 1.9089, 0.26756, -0.45677, 1.2768, -0.15874, 0.64919, -0.43662, 0.67657, 1.8429, -0.70036, -0.28641, -0.22769, -1.3051, -0.50313, -1.2172, -0.30777, -1.4244, -0.666, -0.76493, 0.0024545, -0.76709, 0.078413, -1.2889, 0.28339, 0.47697, -0.1307, -1.1873, 0.23667, 0.98951, -1.3136, -1.7054, 0.18238
