"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",-1.09049909858911,-1.59970823944857,-1.68270581924409,0.614426440014924,-2.0727029053774,-0.478759732804543,0.347227912766505,-0.0612376417674479,0.94113112778182,-0.159532317622973
"2",-0.389935390980283,-0.104637694624498,-0.115104223296216,-0.641258677169631,-0.254920708622579,0.700995175342603,0.758243976955798,1.35396216779069,0.209641216172307,0.421538168349467
"3",-0.572717634653063,-0.367885285487217,1.69004216953247,-0.562310468453209,0.750165144116949,-0.501823098702372,0.85010349294019,0.512109544910586,0.269742317755461,-0.24242483742213
"4",0.845300295413641,-1.02266327691598,0.723537874558762,1.03963299186019,0.609507370328814,0.661311508119958,0.111076338615117,0.328835034663436,0.0289981594541463,0.0584487307710709
"5",-0.0902231737241242,-0.40875305784696,-0.538481408380641,0.221766079162184,-1.11098145600752,0.627334579945041,0.550104671890049,-0.805048408031452,-0.808194010252627,-0.222562130529181
"6",-0.147660216276043,0.362665842463869,0.152727356300586,-0.760810334730035,1.39297125290681,-0.0128134478200232,1.48686082234502,-0.292023471586923,-1.98805964556263,-1.51947858809287
"7",1.02113651802446,0.7675533014845,1.18095318587839,0.760832974939798,0.453251904169824,0.532719670825285,0.74290514014237,0.815613727412799,-1.71379845039426,-0.295229356715084
"8",1.51543603497457,0.643140269546076,1.11958422658769,-0.54596873558296,-0.913830960164308,0.649385744003038,-0.464340181283313,0.149901787119591,-1.35727453423755,0.611705456953594
"9",0.260663185273294,0.497604482176327,0.368916466578193,0.548402140268339,0.961548265150227,0.280617250478548,-0.501648126478409,-0.0227279515973324,0.177548666401234,1.06333901388139
"10",0.62847070261853,-1.23226246524146,-0.855213292348847,1.88664746984945,-2.08258348289213,0.437893404974708,-0.144174920220249,-1.32081363717646,0.271967638829256,0.0801685167934105
"11",-0.802412068962509,-0.0179181643555629,-0.767954640387101,-0.266944206224073,0.585494278488939,0.111981434776542,0.107110830377607,-0.751948294179445,-0.272401005811945,-0.681157428467378
"12",-1.18382787047981,1.64784510062811,-0.452550807850317,0.322970548069494,1.6705623296216,-1.38085048999496,0.334355323954953,-0.955401174526186,-0.577943386317482,-0.986287068282643
"13",-1.11752928411673,2.17311769594659,-0.199019142373806,0.633852980944845,0.197878913310152,-0.401300778876156,-1.81707603376266,-0.128911741114258,-0.00128456946753041,-1.23925141784395
"14",1.55142292299376,-1.95743035554862,0.579749401813818,0.623091651289425,-0.160859654247433,0.822308265527568,-0.716682385278984,-0.530679016291477,-0.428969622755022,1.89935620004225
