"","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10"
"c2",2.15880143329509,5.84320016731142,-1.18999462408761,-2.23988951401365,-0.804116864456238,-1.42437990992251,-0.620821315912484,4.7401146892315,3.42425249306415,-5.09515752407689
"c2",1.56114886632517,6.16577873558083,-3.74052778923116,-3.4896387491496,-0.698281801252048,-0.692416407262767,0.193276137625516,3.03732822742908,1.46660481568463,-5.81421046880398
"c3",-3.66171615729055,2.88485777653318,-2.02985198725246,0.218519040553746,5.60807753738946,-4.55358332533068,-1.2920603327358,-0.753485981149731,-3.42020434000736,1.80088209192425
"c2",1.70307744722395,5.89052979913404,-3.44890558593628,-0.869512826664637,1.09947886015234,-0.280101864603251,-0.701871937741993,3.09005248207985,2.24775864768992,-5.45989818005646
"c2",1.1300217581489,6.87969143014069,-2.53663586121659,-2.97780542580206,0.0193500793012572,-1.54229357185035,-0.232078123786823,2.73955126058414,3.63438748460537,-7.56181812565694
"c4",-5.58993872602178,-2.72119129215934,-1.57232715697314,4.9384928728658,-0.577849453855671,-1.03342242140675,4.50244913011602,5.38047650760041,-2.81795928148217,3.64810029956905
"c2",2.26092657212735,6.23019201718684,-3.23532279631918,-4.13036005494523,-0.120571612786221,-1.40231723319186,-1.15003396401286,2.70595421802715,2.72586313195558,-6.83772572348925
"c3",-1.32667448229217,3.08778705858222,1.8738365688089,1.67412086633449,6.62877668222762,-2.84069327363915,-3.29649705835213,1.63432743334463,-2.62496016710952,1.44725071715029
"c2",-0.192944261049736,6.25396884959729,-1.7915179605385,-1.18543155285192,-1.44293049120951,-1.69246430119943,1.15982727808128,4.84699299213598,2.88910828884181,-5.50702521242821
"c2",1.12083373719927,6.12586701686662,-3.23025434112063,-3.21964419250224,-0.752223070736837,-0.0570087912112562,-1.25504801418199,2.00357237020518,1.3862897433696,-7.43351852788401
"c3",-0.786449552646773,1.66344531282411,-0.278205241370281,0.817012786891688,5.84952816157186,-2.40620039732602,-1.91381926792787,-1.21115982763549,-3.70335653803883,1.9044439526284
"c3",-4.15736963746102,1.79963623676036,-0.362851397284468,-0.388535514029799,5.81997719874173,-3.70497299418662,-1.57362826186938,0.702319618518658,-2.98446149425556,2.16827161774204
"c3",-3.1528838958767,1.66956058896092,1.02151665986305,-1.01988155562635,5.41450191915516,-5.55763965345671,-0.0861902270015442,0.0479747347386608,-2.10183284332058,2.82912301075569
"c3",-4.45641486876268,1.58422742948691,-0.501165286789779,1.32709198154591,5.8056321728927,-2.92676915571481,-2.77757804071536,0.0432394234574086,-2.17416016559907,2.92796892092183
"c3",-2.96604347590205,1.92002818823303,-0.945537031310469,-1.55334947956578,5.83439443764705,-5.9053891710515,-1.18330866634988,0.230033156254682,-1.14100909832831,0.795058703116877
"c2",3.54198540168665,5.02302282346932,-0.80371349937769,-1.84889773333814,-0.400331294361968,-1.4212284074744,1.53206171587817,2.61485118927211,3.77534650104765,-5.99529461991774
