"","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10"
"c2",3.23616482842752,0.501528377911158,4.11270513721711,1.65551781677385,3.39414957739305,-1.42445357845569,-0.263863696548112,-0.432184130499834,0.855199739073756,1.32473302750504
"c2",5.72786236951281,2.35464401914081,5.3414625707106,-1.73948689317494,4.33922718360409,-2.03746240843592,-1.07739031892,-1.5305736528345,1.0671572556033,-2.22933202569657
"c3",-8.4638757139969,-1.62547479184974,1.28189236176358,1.65319555249314,1.8085813982677,5.12563796376042,-5.26210210652586,1.10673320441643,-3.47629126850872,4.83713147405697
"c2",4.86458493195863,2.00387329973434,4.33825706066893,-0.987254918928675,2.45382568192904,-1.90107990590216,-1.85817220885942,-3.01033545273621,-0.306887140929454,0.972412886669415
"c2",5.47773661966067,1.980315012083,4.40409887659121,-0.897278387286602,4.72092863713496,-3.5873116275658,-1.80035762675748,-0.502774017230074,0.397683550780309,0.444346367501776
"c4",0.345306858649592,0.793269110344971,-0.259449333814001,-4.21472739057029,2.37099330257244,-1.01719669881365,3.70581492012244,5.94908362330373,2.61690127318394,-3.83956309248256
"c2",4.1869930675111,2.45115721622664,3.2120543824893,-0.625422835237,3.78237305068814,-1.59314962902257,-1.67168185369879,-0.598966203208153,0.697325792834764,-0.0942496489283469
"c3",-6.45988151501761,-2.10921607672582,0.980850837372505,-0.231022432163305,3.94382549261038,5.05640070312226,-5.90502525216783,2.40186215097201,-1.72729216831957,2.93243617524625
"c2",3.78359605745639,1.67177540729117,3.85108330463715,-1.8576872116373,3.84843275815384,-1.05485445743192,-3.31042698130484,-0.932653307011803,0.965272237907472,1.41005780969
"c2",2.33465942925974,-0.973800096340114,4.02689773804919,0.165006911061624,3.57508820304237,-4.04995729059651,-3.15632091932658,-0.931464283907346,1.86972449492959,1.94469370102016
"c3",-7.77593854188764,-1.8111903141336,0.798302277492065,0.423934676505159,4.29142893407998,6.70588333942218,-4.66008126245775,3.39519743961261,-2.23224175972446,4.63684607598242
"c3",-6.33748588554066,-2.80514242606823,0.0554706344063021,1.1065468245471,1.12097697202522,5.79734226358528,-4.95171644361252,0.763059748738099,0.407418842840054,4.44369534068422
"c3",-5.20177941609818,-4.11934749455274,1.8603532013475,1.15729076835311,2.56532180207939,3.30098947211837,-5.58896496901781,1.11467529766735,0.0653251793434408,2.24819041529066
"c3",-7.07585079743965,-3.4621075985082,2.78961396426663,0.0735521170284021,1.91752031053293,5.11354478327738,-4.92708367158728,0.700741771465278,-2.71616517557979,3.82446755973759
"c3",-5.15785050018597,-4.7695355215008,0.538745501360027,0.158472910573025,3.15939770525469,5.06646315174058,-4.17916816682636,1.45579932489899,-1.86641829726403,3.78431552904066
"c2",4.71773513260056,1.2792138319648,3.69381468841996,-4.59598709844348,6.08046942434779,-0.143685141028725,-0.479254291974657,0.36664784826275,2.00240730543169,0.708675147631208
"c5",-4.39533341914469,-0.64821574763565,-2.42240501756499,0.376581625604951,-4.52485690479794,1.75706408844906,-1.13756189353931,-1.09383468074485,5.095142501192,-4.27633626429579
"c5",-3.31011308069539,2.75957881841084,-2.72543526682255,2.27987827891803,-4.1011120808969,1.33975013416152,-2.19171742851965,-1.16680726850047,5.79695641295204,-3.39075960467053
"c2",5.58014754108379,2.114025645114,2.36916419374013,-2.87766128749309,4.82009321607009,-2.1203412305614,-3.20003063554817,-0.793949820595639,-1.07274630970499,-1.35883716950647
"c3",-7.28302991393659,-1.01525256765663,1.66899394463383,1.30029472499483,3.61626562295473,5.56788561841467,-6.24469902384759,1.42670454106328,-0.793040664120317,3.74456715423606
"c4",0.152549445881169,0.824108352957681,-1.50047553187312,-4.94874378235215,1.91621902358487,-2.04533890374828,3.56696489952412,5.49039182800467,4.09231101872194,-3.87715357313191
"c3",-8.01069895881154,-2.50305190712213,-0.579553816210195,-0.173092365600917,2.77497647669725,5.09938636539266,-6.2464438514677,-0.840670530458643,-1.22894933101873,4.86318947967023
"c3",-9.55599504604495,-2.29840530296379,0.999124016255156,1.11018759170439,4.88776088109811,4.03677211557248,-4.4447741197783,1.8903608148523,-2.52766151949768,6.01330297480837
"c5",-3.91930904554083,1.4864355845254,-3.2152304305183,1.7166961487055,-4.17324554192368,1.11979273250511,-0.539489252273193,-2.27593928050368,4.41172699319362,-4.45829766963376
"c3",-4.56144955149129,-0.203434126896183,1.0571330241866,0.713550989811608,4.28604907300296,5.29412410585025,-6.31900729943536,-0.641397084913201,-0.532874713240088,6.89433095668518
"c2",4.67704491171423,2.46172551413178,3.1281103791487,-2.44123318623526,4.26006302867854,-2.32148729654571,-3.50286568188794,-1.16749052595987,2.10300306726675,-1.96135984473114
"c3",-7.22189660772619,-2.35051458638088,1.65750511021704,1.82472511501379,1.9902522640664,4.90675725643101,-3.5146221647527,2.01040831877614,-2.89386742912038,3.26606741251738
"c5",-4.42102312152388,-1.66997259237429,-2.31474319335219,0.628832352138493,-4.87067222836742,2.57358627707997,-1.30032351991972,-1.588258742601,5.66315959058782,-4.32126598025922
"c3",-8.26660786649633,-5.24029354863084,0.145819611262258,0.599079132854665,2.10766614506031,5.21195579328194,-7.11049697638919,2.52451461691869,-2.62037430791001,5.48939644923325
"c3",-5.50309855165426,-2.69890310932169,0.199419494500977,0.00802153872214173,1.01703402774761,4.51826776832299,-5.02781921276132,2.32703278024029,0.215231244535194,4.63805931883816
"c3",-5.83559368644611,-2.54059297670649,1.68607354801982,-1.10991760767475,3.78161947772431,5.54436014664437,-4.67779094515763,3.22813302709907,-0.584358180562981,4.15484158734797
"c2",5.44965947110948,-0.102833357306969,4.26201389754825,-0.943703538866747,4.37572552692891,-1.52282338448032,-2.23823609232178,-1.57605781083153,1.03769141602595,0.229183144260712
"c4",0.979032442359968,-0.0482228533877446,-0.491898278003201,-4.18564668769979,3.70329249544786,-2.72479158129116,2.69766274515721,5.13948385096552,1.22375619083196,-3.87681487792657
